transformer_id,secondary_winding,from_bus,from_phases,to_bus,to_phases,from_connection,to_connection,voltage_ratio,tap_pu,enabled
t5321874a,2,l2764412,a,x2764412a,b,wye,wye,0.01666667,1,1
t5337713c,1,l2766716,c,x2766716c,a,wye,wye,0.01666667,1,1
t5337713c,2,l2766716,c,x2766716c,b,wye,wye,0.01666667,1,1
t5391757b,1,l2991917,b,x2991917b,a,wye,wye,0.01666667,1,1
t5391757b,2,l2991917,b,x2991917b,b,wye,wye,0.01666667,1,1
t5338998b,1,l3254229,b,x3254229b,a,wye,wye,0.01666667,1,1
t5338998b,2,l3254229,b,x3254229b,b,wye,wye,0.01666667,1,1
t5356064b,1,l2935556,b,x2935556b,a,wye,wye,0.01666667,1,1
t5356064b,2,l2935556,b,x2935556b,b,wye,wye,0.01666667,1,1
t5323275b,1,l3197660,b,x3197660b,a,wye,wye,0.01666667,1,1
t5323275b,2,l3197660,b,x3197660b,b,wye,wye,0.01666667,1,1
t21389237a,1,l2989565,a,x2989565a,a,wye,wye,0.01666667,1,1
t21389237a,2,l2989565,a,x2989565a,b,wye,wye,0.01666667,1,1
t2224230615c,1,l3645809,c,x3645809c,a,wye,wye,0.01666667,1,1
t2224230615c,2,l3645809,c,x3645809c,b,wye,wye,0.01666667,1,1
t5260463b,1,l3086075,b,x3086075b,a,wye,wye,0.01666667,1,1
t5260463b,2,l3086075,b,x3086075b,b,wye,wye,0.01666667,1,1
t5302402a,1,l3122824,a,x3122824a,a,wye,wye,0.01666667,1,1
t5302402a,2,l3122824,a,x3122824a,b,wye,wye,0.01666667,1,1
t5355599b,1,l3216338,b,x3216338b,a,wye,wye,0.01666667,1,1
t5355599b,2,l3216338,b,x3216338b,b,wye,wye,0.01666667,1,1
t21393412b,1,l2729405,b,x2729405b,a,wye,wye,0.01666667,1,1
t21393412b,2,l2729405,b,x2729405b,b,wye,wye,0.01666667,1,1
t5356807a,1,l2823545,a,x2823545a,a,wye,wye,0.01666667,1,1
t5356807a,2,l2823545,a,x2823545a,b,wye,wye,0.01666667,1,1
t5293660b,1,l2916610,b,x2916610b,a,wye,wye,0.01666667,1,1
t5293660b,2,l2916610,b,x2916610b,b,wye,wye,0.01666667,1,1
t227731863a,1,l3177665,a,x3177665a,a,wye,wye,0.01666667,1,1
t227731863a,2,l3177665,a,x3177665a,b,wye,wye,0.01666667,1,1
t227760021a,1,l2803199,a,x2803199a,a,wye,wye,0.01666667,1,1
t227760021a,2,l2803199,a,x2803199a,b,wye,wye,0.01666667,1,1
t227760021b,1,l2803199,b,x2803199b,a,wye,wye,0.01666667,1,1
t227760021b,2,l2803199,b,x2803199b,b,wye,wye,0.01666667,1,1
t227760021c,1,l2803199,c,x2803199c,a,wye,wye,0.01666667,1,1
t227760021c,2,l2803199,c,x2803199c,b,wye,wye,0.01666667,1,1
t5391980a,1,l2691952,a,x2691952a,a,wye,wye,0.01666667,1,1
t5391980a,2,l2691952,a,x2691952a,b,wye,wye,0.01666667,1,1
t5338984a,1,l2748144,a,x2748144a,a,wye,wye,0.01666667,1,1
t5338984a,2,l2748144,a,x2748144a,b,wye,wye,0.01666667,1,1
t5337702b,1,l3029504,b,x3029504b,a,wye,wye,0.01666667,1,1
t5337702b,2,l3029504,b,x3029504b,b,wye,wye,0.01666667,1,1
t5337696b,1,l3197635,b,x3197635b,a,wye,wye,0.01666667,1,1
t5337696b,2,l3197635,b,x3197635b,b,wye,wye,0.01666667,1,1
t225577437c,1,l2724120,c,x2724120c,a,wye,wye,0.01666667,1,1
t225577437c,2,l2724120,c,x2724120c,b,wye,wye,0.01666667,1,1
t5337676a,1,l3235244,a,x3235244a,a,wye,wye,0.01666667,1,1
t5337676a,2,l3235244,a,x3235244a,b,wye,wye,0.01666667,1,1
t5323418a,1,l2804254,a,x2804254a,a,wye,wye,0.01666667,1,1
t5323418a,2,l2804254,a,x2804254a,b,wye,wye,0.01666667,1,1
t226192936b,1,l2820531,b,x2820531b,a,wye,wye,0.01666667,1,1
t226192936b,2,l2820531,b,x2820531b,b,wye,wye,0.01666667,1,1
t5337706b,1,l3254214,b,x3254214b,a,wye,wye,0.01666667,1,1
t5337706b,2,l3254214,b,x3254214b,b,wye,wye,0.01666667,1,1
t5339010b,1,l2691966,b,x2691966b,a,wye,wye,0.01666667,1,1
t5339010b,2,l2691966,b,x2691966b,b,wye,wye,0.01666667,1,1
t5391987a,1,l3122822,a,x3122822a,a,wye,wye,0.01666667,1,1
t5391987a,2,l3122822,a,x3122822a,b,wye,wye,0.01666667,1,1
t5310569a,1,l3197639,a,x3197639a,a,wye,wye,0.01666667,1,1
t5310569a,2,l3197639,a,x3197639a,b,wye,wye,0.01666667,1,1
t225869139a,1,l3120503,a,x3120503a,a,wye,wye,0.01666667,1,1
t225869139a,2,l3120503,a,x3120503a,b,wye,wye,0.01666667,1,1
t5337708b,1,l3216349,b,x3216349b,a,wye,wye,0.01666667,1,1
t5337708b,2,l3216349,b,x3216349b,b,wye,wye,0.01666667,1,1
t226308719b,1,l3027670,b,x3027670b,a,wye,wye,0.01666667,1,1
t226308719b,2,l3027670,b,x3027670b,b,wye,wye,0.01666667,1,1
t5337630c,1,l3085392,c,x3085392c,a,wye,wye,0.01666667,1,1
t5337630c,2,l3085392,c,x3085392c,b,wye,wye,0.01666667,1,1
t5138655a,1,l3010556,a,x3010556a,a,wye,wye,0.01666667,1,1
t5138655a,2,l3010556,a,x3010556a,b,wye,wye,0.01666667,1,1
t226194826a,1,l3232902,a,x3232902a,a,wye,wye,0.01666667,1,1
t226194826a,2,l3232902,a,x3232902a,b,wye,wye,0.01666667,1,1
t5356808a,1,l3101782,a,x3101782a,a,wye,wye,0.01666667,1,1
t5356808a,2,l3101782,a,x3101782a,b,wye,wye,0.01666667,1,1
t5355593b,1,l2766715,b,x2766715b,a,wye,wye,0.01666667,1,1
t5355593b,2,l2766715,b,x2766715b,b,wye,wye,0.01666667,1,1
t5356787c,1,l2970804,c,x2970804c,a,wye,wye,0.01666667,1,1
t5356787c,2,l2970804,c,x2970804c,b,wye,wye,0.01666667,1,1
t5321845b,1,l3178975,b,x3178975b,a,wye,wye,0.01666667,1,1
t5321845b,2,l3178975,b,x3178975b,b,wye,wye,0.01666667,1,1
t5337720a,1,l2841648,a,x2841648a,a,wye,wye,0.01666667,1,1
t5337720a,2,l2841648,a,x2841648a,b,wye,wye,0.01666667,1,1
t5337631c,1,l3029497,c,x3029497c,a,wye,wye,0.01666667,1,1
t5337631c,2,l3029497,c,x3029497c,b,wye,wye,0.01666667,1,1
t21486213b,1,l3029520,b,x3029520b,a,wye,wye,0.01666667,1,1
t21486213b,2,l3029520,b,x3029520b,b,wye,wye,0.01666667,1,1
t28127319b,1,l2766744,b,x2766744b,a,wye,wye,0.01666667,1,1
t28127319b,2,l2766744,b,x2766744b,b,wye,wye,0.01666667,1,1
t5337666b,1,l3029518,b,x3029518b,a,wye,wye,0.01666667,1,1
t5337666b,2,l3029518,b,x3029518b,b,wye,wye,0.01666667,1,1
t5356809a,1,l2936214,a,x2936214a,a,wye,wye,0.01666667,1,1
t5356809a,2,l2936214,a,x2936214a,b,wye,wye,0.01666667,1,1
t5323397b,1,l2954346,b,x2954346b,a,wye,wye,0.01666667,1,1
t5323397b,2,l2954346,b,x2954346b,b,wye,wye,0.01666667,1,1
t5337692b,1,l2879061,b,x2879061b,a,wye,wye,0.01666667,1,1
t5337692b,2,l2879061,b,x2879061b,b,wye,wye,0.01666667,1,1
t5339042b,1,l3141394,b,x3141394b,a,wye,wye,0.01666667,1,1
t5339042b,2,l3141394,b,x3141394b,b,wye,wye,0.01666667,1,1
t5260501b,1,l3142098,b,x3142098b,a,wye,wye,0.01666667,1,1
t5260501b,2,l3142098,b,x3142098b,b,wye,wye,0.01666667,1,1
t2224230754c,1,l3645812,c,x3645812c,a,wye,wye,0.01666667,1,1
t2224230754c,2,l3645812,c,x3645812c,b,wye,wye,0.01666667,1,1
t5138563a,1,l2916627,a,x2916627a,a,wye,wye,0.01666667,1,1
t5138563a,2,l2916627,a,x2916627a,b,wye,wye,0.01666667,1,1
t5338936c,1,l3066815,c,x3066815c,a,wye,wye,0.01666667,1,1
t5338936c,2,l3066815,c,x3066815c,b,wye,wye,0.01666667,1,1
t5247185b,1,l3179678,b,x3179678b,a,wye,wye,0.01666667,1,1
t5247185b,2,l3179678,b,x3179678b,b,wye,wye,0.01666667,1,1
t21482181a,1,l3254237,a,x3254237a,a,wye,wye,0.01666667,1,1
t21482181a,2,l3254237,a,x3254237a,b,wye,wye,0.01666667,1,1
t5323280b,1,l2710512,b,x2710512b,a,wye,wye,0.01666667,1,1
t5323280b,2,l2710512,b,x2710512b,b,wye,wye,0.01666667,1,1
t5138264b,1,l3104125,b,x3104125b,a,wye,wye,0.01666667,1,1
t5138264b,2,l3104125,b,x3104125b,b,wye,wye,0.01666667,1,1
t5337679a,1,l3010559,a,x3010559a,a,wye,wye,0.01666667,1,1
t5337679a,2,l3010559,a,x3010559a,b,wye,wye,0.01666667,1,1
t21357984c,1,l2897790,c,x2897790c,a,wye,wye,0.01666667,1,1
t21357984c,2,l2897790,c,x2897790c,b,wye,wye,0.01666667,1,1
t5260553c,1,l2711225,c,x2711225c,a,wye,wye,0.01666667,1,1
t5260553c,2,l2711225,c,x2711225c,b,wye,wye,0.01666667,1,1
t5293523a,1,l2766729,a,x2766729a,a,wye,wye,0.01666667,1,1
t5293523a,2,l2766729,a,x2766729a,b,wye,wye,0.01666667,1,1
t5302507b,1,l3235275,b,x3235275b,a,wye,wye,0.01666667,1,1
t5302507b,2,l3235275,b,x3235275b,b,wye,wye,0.01666667,1,1
t2224387019a,1,l3728038,a,x3728038a,a,wye,wye,0.01666667,1,1
t2224387019a,2,l3728038,a,x3728038a,b,wye,wye,0.01666667,1,1
t5355431c,1,l3048222,c,x3048222c,a,wye,wye,0.01666667,1,1
t5355431c,2,l3048222,c,x3048222c,b,wye,wye,0.01666667,1,1
t5138404c,1,l2841630,c,x2841630c,a,wye,wye,0.01666667,1,1
t5138404c,2,l2841630,c,x2841630c,b,wye,wye,0.01666667,1,1
t5138574a,1,l2991907,a,x2991907a,a,wye,wye,0.01666667,1,1
t5138574a,2,l2991907,a,x2991907a,b,wye,wye,0.01666667,1,1
t5138466c,1,l2973144,c,x2973144c,a,wye,wye,0.01666667,1,1
t5138466c,2,l2973144,c,x2973144c,b,wye,wye,0.01666667,1,1
t21397721a,1,l3178976,a,x3178976a,a,wye,wye,0.01666667,1,1
t21397721a,2,l3178976,a,x3178976a,b,wye,wye,0.01666667,1,1
t5337684a,1,l3159448,a,x3159448a,a,wye,wye,0.01666667,1,1
t5337684a,2,l3159448,a,x3159448a,b,wye,wye,0.01666667,1,1
t5339051c,1,l3231255,c,x3231255c,a,wye,wye,0.01666667,1,1
t5339051c,2,l3231255,c,x3231255c,b,wye,wye,0.01666667,1,1
t5337623c,1,l3197626,c,x3197626c,a,wye,wye,0.01666667,1,1
t5337623c,2,l3197626,c,x3197626c,b,wye,wye,0.01666667,1,1
t226308725b,1,l2802480,b,x2802480b,a,wye,wye,0.01666667,1,1
t226308725b,2,l2802480,b,x2802480b,b,wye,wye,0.01666667,1,1
t5356804a,1,l2823544,a,x2823544a,a,wye,wye,0.01666667,1,1
t5356804a,2,l2823544,a,x2823544a,b,wye,wye,0.01666667,1,1
t5355604b,1,l2841624,b,x2841624b,a,wye,wye,0.01666667,1,1
t5355604b,2,l2841624,b,x2841624b,b,wye,wye,0.01666667,1,1
t21459660c,1,l3101194,c,x3101194c,a,wye,wye,0.01666667,1,1
t21459660c,2,l3101194,c,x3101194c,b,wye,wye,0.01666667,1,1
t5337636c,1,l2841619,c,x2841619c,a,wye,wye,0.01666667,1,1
t5337636c,2,l2841619,c,x2841619c,b,wye,wye,0.01666667,1,1
t5260505c,1,l2861218,c,x2861218c,a,wye,wye,0.01666667,1,1
t5260505c,2,l2861218,c,x2861218c,b,wye,wye,0.01666667,1,1
t5325245b,1,l2710513,b,x2710513b,a,wye,wye,0.01666667,1,1
t5325245b,2,l2710513,b,x2710513b,b,wye,wye,0.01666667,1,1
t21385192c,1,l2879062,c,x2879062c,a,wye,wye,0.01666667,1,1
t21385192c,2,l2879062,c,x2879062c,b,wye,wye,0.01666667,1,1
t5260496b,1,l2879767,b,x2879767b,a,wye,wye,0.01666667,1,1
t5260496b,2,l2879767,b,x2879767b,b,wye,wye,0.01666667,1,1
t21399220c,1,l2766725,c,x2766725c,a,wye,wye,0.01666667,1,1
t21399220c,2,l2766725,c,x2766725c,b,wye,wye,0.01666667,1,1
t5337655c,1,l3141396,c,x3141396c,a,wye,wye,0.01666667,1,1
t5337655c,2,l3141396,c,x3141396c,b,wye,wye,0.01666667,1,1
t5330122b,1,l2879752,b,x2879752b,a,wye,wye,0.01666667,1,1
t5330122b,2,l2879752,b,x2879752b,b,wye,wye,0.01666667,1,1
t28148060c,1,l2991940,c,x2991940c,a,wye,wye,0.01666667,1,1
t28148060c,2,l2991940,c,x2991940c,b,wye,wye,0.01666667,1,1
t5302674a,1,l2673321,a,x2673321a,a,wye,wye,0.01666667,1,1
t5302674a,2,l2673321,a,x2673321a,b,wye,wye,0.01666667,1,1
t5355601b,1,l2673326,b,x2673326b,a,wye,wye,0.01666667,1,1
t5355601b,2,l2673326,b,x2673326b,b,wye,wye,0.01666667,1,1
t225533703c,1,l2925506,c,x2925506c,a,wye,wye,0.01666667,1,1
t225533703c,2,l2925506,c,x2925506c,b,wye,wye,0.01666667,1,1
t5356814c,1,l2730106,c,x2730106c,a,wye,wye,0.01666667,1,1
t5356814c,2,l2730106,c,x2730106c,b,wye,wye,0.01666667,1,1
t226196648a,1,l2820556,a,x2820556a,a,wye,wye,0.01666667,1,1
t226196648a,2,l2820556,a,x2820556a,b,wye,wye,0.01666667,1,1
t5321861c,1,l3235248,c,x3235248c,a,wye,wye,0.01666667,1,1
t5321861c,2,l3235248,c,x3235248c,b,wye,wye,0.01666667,1,1
t5355840b,1,l2822871,b,x2822871b,a,wye,wye,0.01666667,1,1
t5355840b,2,l2822871,b,x2822871b,b,wye,wye,0.01666667,1,1
t21243817a,1,l2955076,a,x2955076a,a,wye,wye,0.01666667,1,1
t21243817a,2,l2955076,a,x2955076a,b,wye,wye,0.01666667,1,1
t5260589b,1,l2955005,b,x2955005b,a,wye,wye,0.01666667,1,1
t5260589b,2,l2955005,b,x2955005b,b,wye,wye,0.01666667,1,1
t5338961c,1,l3254208,c,x3254208c,a,wye,wye,0.01666667,1,1
t5338961c,2,l3254208,c,x3254208c,b,wye,wye,0.01666667,1,1
t5337723a,1,l3178978,a,x3178978a,a,wye,wye,0.01666667,1,1
t5337723a,2,l3178978,a,x3178978a,b,wye,wye,0.01666667,1,1
t5138573a,1,l3235253,a,x3235253a,a,wye,wye,0.01666667,1,1
t5138573a,2,l3235253,a,x3235253a,b,wye,wye,0.01666667,1,1
t5321888c,1,l3235241,c,x3235241c,a,wye,wye,0.01666667,1,1
t5321888c,2,l3235241,c,x3235241c,b,wye,wye,0.01666667,1,1
t28148580b,1,l3197636,b,x3197636b,a,wye,wye,0.01666667,1,1
t28148580b,2,l3197636,b,x3197636b,b,wye,wye,0.01666667,1,1
t28126875b,1,l3066811,b,x3066811b,a,wye,wye,0.01666667,1,1
t28126875b,2,l3066811,b,x3066811b,b,wye,wye,0.01666667,1,1
t2224192013a,1,l3632979,a,x3632979a,a,wye,wye,0.01666667,1,1
t2224192013a,2,l3632979,a,x3632979a,b,wye,wye,0.01666667,1,1
t5260532c,1,l3086074,c,x3086074c,a,wye,wye,0.01666667,1,1
t5260532c,2,l3086074,c,x3086074c,b,wye,wye,0.01666667,1,1
t21389831a,1,l2674051,a,x2674051a,a,wye,wye,0.01666667,1,1
t21389831a,2,l2674051,a,x2674051a,b,wye,wye,0.01666667,1,1
t21396331b,1,l3178981,b,x3178981b,a,wye,wye,0.01666667,1,1
t21396331b,2,l3178981,b,x3178981b,b,wye,wye,0.01666667,1,1
t227732939b,1,l3046854,b,x3046854b,a,wye,wye,0.01666667,1,1
t227732939b,2,l3046854,b,x3046854b,b,wye,wye,0.01666667,1,1
t5321856b,1,l2860506,b,x2860506b,a,wye,wye,0.01666667,1,1
t5321856b,2,l2860506,b,x2860506b,b,wye,wye,0.01666667,1,1
t5260625c,1,l3048966,c,x3048966c,a,wye,wye,0.01666667,1,1
t5260625c,2,l3048966,c,x3048966c,b,wye,wye,0.01666667,1,1
t5338950b,1,l2822872,b,x2822872b,a,wye,wye,0.01666667,1,1
t5338950b,2,l2822872,b,x2822872b,b,wye,wye,0.01666667,1,1
t226194419c,1,l3214071,c,x3214071c,a,wye,wye,0.01666667,1,1
t226194419c,2,l3214071,c,x3214071c,b,wye,wye,0.01666667,1,1
t5275247b,1,l2786273,b,x2786273b,a,wye,wye,0.01666667,1,1
t5275247b,2,l2786273,b,x2786273b,b,wye,wye,0.01666667,1,1
t5260518c,1,l3104853,c,x3104853c,a,wye,wye,0.01666667,1,1
t5260518c,2,l3104853,c,x3104853c,b,wye,wye,0.01666667,1,1
t5138259c,1,l2973158,c,x2973158c,a,wye,wye,0.01666667,1,1
t5138259c,2,l2973158,c,x2973158c,b,wye,wye,0.01666667,1,1
t5338926a,1,l3216123,a,x3216123a,a,wye,wye,0.01666667,1,1
t5338926a,2,l3216123,a,x3216123a,b,wye,wye,0.01666667,1,1
t5321855b,1,l2860485,b,x2860485b,a,wye,wye,0.01666667,1,1
t5321855b,2,l2860485,b,x2860485b,b,wye,wye,0.01666667,1,1
t5356800a,1,l3235946,a,x3235946a,a,wye,wye,0.01666667,1,1
t5356800a,2,l3235946,a,x3235946a,b,wye,wye,0.01666667,1,1
t5339047a,1,l2973148,a,x2973148a,a,wye,wye,0.01666667,1,1
t5339047a,2,l2973148,a,x2973148a,b,wye,wye,0.01666667,1,1
t5321894c,1,l3066829,c,x3066829c,a,wye,wye,0.01666667,1,1
t5321894c,2,l3066829,c,x3066829c,b,wye,wye,0.01666667,1,1
t5337627c,1,l3085393,c,x3085393c,a,wye,wye,0.01666667,1,1
t5337627c,2,l3085393,c,x3085393c,b,wye,wye,0.01666667,1,1
t5355358b,1,l2673322,b,x2673322b,a,wye,wye,0.01666667,1,1
t5355358b,2,l2673322,b,x2673322b,b,wye,wye,0.01666667,1,1
t22112371533c,1,l3263051,c,x3263051c,a,wye,wye,0.01666667,1,1
t22112371533c,2,l3263051,c,x3263051c,b,wye,wye,0.01666667,1,1
t5323274b,1,l2860500,b,x2860500b,a,wye,wye,0.01666667,1,1
t5323274b,2,l2860500,b,x2860500b,b,wye,wye,0.01666667,1,1
t21396015a,1,l3048211,a,x3048211a,a,wye,wye,0.01666667,1,1
t21396015a,2,l3048211,a,x3048211a,b,wye,wye,0.01666667,1,1
t2224387074a,1,l3728041,a,x3728041a,a,wye,wye,0.01666667,1,1
t2224387074a,2,l3728041,a,x3728041a,b,wye,wye,0.01666667,1,1
t5323237b,1,l3048199,b,x3048199b,a,wye,wye,0.01666667,1,1
t5323237b,2,l3048199,b,x3048199b,b,wye,wye,0.01666667,1,1
t5338949b,1,l3104136,b,x3104136b,a,wye,wye,0.01666667,1,1
t5338949b,2,l3104136,b,x3104136b,b,wye,wye,0.01666667,1,1
t5356015a,1,l2916599,a,x2916599a,a,wye,wye,0.01666667,1,1
t5356015a,2,l2916599,a,x2916599a,b,wye,wye,0.01666667,1,1
t5138718c,1,l3104134,c,x3104134c,a,wye,wye,0.01666667,1,1
t5138718c,2,l3104134,c,x3104134c,b,wye,wye,0.01666667,1,1
t5338959c,1,l2954344,c,x2954344c,a,wye,wye,0.01666667,1,1
t5338959c,2,l2954344,c,x2954344c,b,wye,wye,0.01666667,1,1
t5157718b,1,l3142099,b,x3142099b,a,wye,wye,0.01666667,1,1
t5157718b,2,l3142099,b,x3142099b,b,wye,wye,0.01666667,1,1
t5321884c,1,l2710515,c,x2710515c,a,wye,wye,0.01666667,1,1
t5321884c,2,l2710515,c,x2710515c,b,wye,wye,0.01666667,1,1
t5207286c,1,l3011298,c,x3011298c,a,wye,wye,0.01666667,1,1
t5207286c,2,l3011298,c,x3011298c,b,wye,wye,0.01666667,1,1
t5323263a,1,l3066812,a,x3066812a,a,wye,wye,0.01666667,1,1
t5323263a,2,l3066812,a,x3066812a,b,wye,wye,0.01666667,1,1
t21399707a,1,l3141403,a,x3141403a,a,wye,wye,0.01666667,1,1
t21399707a,2,l3141403,a,x3141403a,b,wye,wye,0.01666667,1,1
t226191772c,1,l3120484,c,x3120484c,a,wye,wye,0.01666667,1,1
t226191772c,2,l3120484,c,x3120484c,b,wye,wye,0.01666667,1,1
t5293667a,1,l2860504,a,x2860504a,a,wye,wye,0.01666667,1,1
t5293667a,2,l2860504,a,x2860504a,b,wye,wye,0.01666667,1,1
t5293424c,1,l2766750,c,x2766750c,a,wye,wye,0.01666667,1,1
t5293424c,2,l2766750,c,x2766750c,b,wye,wye,0.01666667,1,1
t5337709b,1,l2879077,b,x2879077b,a,wye,wye,0.01666667,1,1
t5337709b,2,l2879077,b,x2879077b,b,wye,wye,0.01666667,1,1
t5323391b,1,l3159037,b,x3159037b,a,wye,wye,0.01666667,1,1
t5323391b,2,l3159037,b,x3159037b,b,wye,wye,0.01666667,1,1
t28147899c,1,l3160793,c,x3160793c,a,wye,wye,0.01666667,1,1
t28147899c,2,l3160793,c,x3160793c,b,wye,wye,0.01666667,1,1
t226308717a,1,l3233412,a,x3233412a,a,wye,wye,0.01666667,1,1
t226308717a,2,l3233412,a,x3233412a,b,wye,wye,0.01666667,1,1
t28147018b,1,l2841620,b,x2841620b,a,wye,wye,0.01666667,1,1
t28147018b,2,l2841620,b,x2841620b,b,wye,wye,0.01666667,1,1
t21396815c,1,l3253995,c,x3253995c,a,wye,wye,0.01666667,1,1
t21396815c,2,l3253995,c,x3253995c,b,wye,wye,0.01666667,1,1
t5247184c,1,l2936279,c,x2936279c,a,wye,wye,0.01666667,1,1
t5247184c,2,l2936279,c,x2936279c,b,wye,wye,0.01666667,1,1
t5339043c,1,l2804277,c,x2804277c,a,wye,wye,0.01666667,1,1
t5339043c,2,l2804277,c,x2804277c,b,wye,wye,0.01666667,1,1
t5302405a,1,l2860489,a,x2860489a,a,wye,wye,0.01666667,1,1
t5302405a,2,l2860489,a,x2860489a,b,wye,wye,0.01666667,1,1
t227917127c,1,l2690868,c,x2690868c,a,wye,wye,0.01666667,1,1
t227917127c,2,l2690868,c,x2690868c,b,wye,wye,0.01666667,1,1
t5356788c,1,l3176661,c,x3176661c,a,wye,wye,0.01666667,1,1
t5356788c,2,l3176661,c,x3176661c,b,wye,wye,0.01666667,1,1
t5321886c,1,l2766746,c,x2766746c,a,wye,wye,0.01666667,1,1
t5321886c,2,l2766746,c,x2766746c,b,wye,wye,0.01666667,1,1
t5293657b,1,l3189189,b,x3189189b,a,wye,wye,0.01666667,1,1
t5293657b,2,l3189189,b,x3189189b,b,wye,wye,0.01666667,1,1
t5138237b,1,l3048196,b,x3048196b,a,wye,wye,0.01666667,1,1
t5138237b,2,l3048196,b,x3048196b,b,wye,wye,0.01666667,1,1
t5310560a,1,l2879074,a,x2879074a,a,wye,wye,0.01666667,1,1
t5310560a,2,l2879074,a,x2879074a,b,wye,wye,0.01666667,1,1
t5260598a,1,l3067478,a,x3067478a,a,wye,wye,0.01666667,1,1
t5260598a,2,l3067478,a,x3067478a,b,wye,wye,0.01666667,1,1
t5302373b,1,l2766726,b,x2766726b,a,wye,wye,0.01666667,1,1
t5302373b,2,l2766726,b,x2766726b,b,wye,wye,0.01666667,1,1
t5260476a,1,l2936271,a,x2936271a,a,wye,wye,0.01666667,1,1
t5260476a,2,l2936271,a,x2936271a,b,wye,wye,0.01666667,1,1
t21389092b,1,l2917328,b,x2917328b,a,wye,wye,0.01666667,1,1
t21389092b,2,l2917328,b,x2917328b,b,wye,wye,0.01666667,1,1
t5356063c,1,l3160103,c,x3160103c,a,wye,wye,0.01666667,1,1
t5356063c,2,l3160103,c,x3160103c,b,wye,wye,0.01666667,1,1
t2223878647b,1,l3448661,b,x3448661b,a,wye,wye,0.01666667,1,1
t2223878647b,2,l3448661,b,x3448661b,b,wye,wye,0.01666667,1,1
t5354851b,1,l2991901,b,x2991901b,a,wye,wye,0.01666667,1,1
t5354851b,2,l2991901,b,x2991901b,b,wye,wye,0.01666667,1,1
t5338997b,1,l2860499,b,x2860499b,a,wye,wye,0.01666667,1,1
t5338997b,2,l2860499,b,x2860499b,b,wye,wye,0.01666667,1,1
t226193422b,1,l2726975,b,x2726975b,a,wye,wye,0.01666667,1,1
t226193422b,2,l2726975,b,x2726975b,b,wye,wye,0.01666667,1,1
t5391745b,1,l2673300,b,x2673300b,a,wye,wye,0.01666667,1,1
t5391745b,2,l2673300,b,x2673300b,b,wye,wye,0.01666667,1,1
t5251855c,1,l2730107,c,x2730107c,a,wye,wye,0.01666667,1,1
t5251855c,2,l2730107,c,x2730107c,b,wye,wye,0.01666667,1,1
t5339006b,1,l2916619,b,x2916619b,a,wye,wye,0.01666667,1,1
t5339006b,2,l2916619,b,x2916619b,b,wye,wye,0.01666667,1,1
t5355437c,1,l2710525,c,x2710525c,a,wye,wye,0.01666667,1,1
t5355437c,2,l2710525,c,x2710525c,b,wye,wye,0.01666667,1,1
t5391752b,1,l2804260,b,x2804260b,a,wye,wye,0.01666667,1,1
t5391752b,2,l2804260,b,x2804260b,b,wye,wye,0.01666667,1,1
t5338920a,1,l3197631,a,x3197631a,a,wye,wye,0.01666667,1,1
t5338920a,2,l3197631,a,x3197631a,b,wye,wye,0.01666667,1,1
t5338925a,1,l2973153,a,x2973153a,a,wye,wye,0.01666667,1,1
t5338925a,2,l2973153,a,x2973153a,b,wye,wye,0.01666667,1,1
t5138685a,1,l3122813,a,x3122813a,a,wye,wye,0.01666667,1,1
t5138685a,2,l3122813,a,x3122813a,b,wye,wye,0.01666667,1,1
t5338992b,1,l2935567,b,x2935567b,a,wye,wye,0.01666667,1,1
t5338992b,2,l2935567,b,x2935567b,b,wye,wye,0.01666667,1,1
t5260513c,1,l2917336,c,x2917336c,a,wye,wye,0.01666667,1,1
t5260513c,2,l2917336,c,x2917336c,b,wye,wye,0.01666667,1,1
t5302809c,1,l2954350,c,x2954350c,a,wye,wye,0.01666667,1,1
t5302809c,2,l2954350,c,x2954350c,b,wye,wye,0.01666667,1,1
t5323388b,1,l3234185,b,x3234185b,a,wye,wye,0.01666667,1,1
t5323388b,2,l3234185,b,x3234185b,b,wye,wye,0.01666667,1,1
t5138265a,1,l3160107,a,x3160107a,a,wye,wye,0.01666667,1,1
t5138265a,2,l3160107,a,x3160107a,b,wye,wye,0.01666667,1,1
t5338970a,1,l3141401,a,x3141401a,a,wye,wye,0.01666667,1,1
t5338970a,2,l3141401,a,x3141401a,b,wye,wye,0.01666667,1,1
t228445756c,1,l2972704,c,x2972704c,a,wye,wye,0.01666667,1,1
t228445756c,2,l2972704,c,x2972704c,b,wye,wye,0.01666667,1,1
t5138771a,1,l3197644,a,x3197644a,a,wye,wye,0.01666667,1,1
t5138771a,2,l3197644,a,x3197644a,b,wye,wye,0.01666667,1,1
t21471907a,1,l2897805,a,x2897805a,a,wye,wye,0.01666667,1,1
t21471907a,2,l2897805,a,x2897805a,b,wye,wye,0.01666667,1,1
t22112168880c,1,l2766499,c,x2766499c,a,wye,wye,0.01666667,1,1
t22112168880c,2,l2766499,c,x2766499c,b,wye,wye,0.01666667,1,1
t5302469a,1,l3104132,a,x3104132a,a,wye,wye,0.01666667,1,1
t5302469a,2,l3104132,a,x3104132a,b,wye,wye,0.01666667,1,1
t5323286b,1,l2989564,b,x2989564b,a,wye,wye,0.01666667,1,1
t5323286b,2,l2989564,b,x2989564b,b,wye,wye,0.01666667,1,1
