transformer_id,winding,role,bus_id,bus_spec,connection,voltage_ratio,rated_s_pu,tap_pu,enabled
t5138466c,1,primary,l2973144,l2973144.3,wye,1,0.00090909,1,1
t5138466c,2,secondary_1,x2973144c,x2973144c.1.0,wye,0.01666667,0.00090909,1,1
t5138466c,3,secondary_2,x2973144c,x2973144c.0.2,wye,0.01666667,0.00090909,1,1
t21397721a,1,primary,l3178976,l3178976.1,wye,1,0.00054545,1,1
t21397721a,2,secondary_1,x3178976a,x3178976a.1.0,wye,0.01666667,0.00054545,1,1
t21397721a,3,secondary_2,x3178976a,x3178976a.0.2,wye,0.01666667,0.00054545,1,1
t5337684a,1,primary,l3159448,l3159448.1,wye,1,0.00090909,1,1
t5337684a,2,secondary_1,x3159448a,x3159448a.1.0,wye,0.01666667,0.00090909,1,1
t5337684a,3,secondary_2,x3159448a,x3159448a.0.2,wye,0.01666667,0.00090909,1,1
t5339051c,1,primary,l3231255,l3231255.3,wye,1,0.00090909,1,1
t5339051c,2,secondary_1,x3231255c,x3231255c.1.0,wye,0.01666667,0.00090909,1,1
t5339051c,3,secondary_2,x3231255c,x3231255c.0.2,wye,0.01666667,0.00090909,1,1
t5337623c,1,primary,l3197626,l3197626.3,wye,1,0.00054545,1,1
t5337623c,2,secondary_1,x3197626c,x3197626c.1.0,wye,0.01666667,0.00054545,1,1
t5337623c,3,secondary_2,x3197626c,x3197626c.0.2,wye,0.01666667,0.00054545,1,1
t226308725b,1,primary,l2802480,l2802480.2,wye,1,0.00272727,1,1
t226308725b,2,secondary_1,x2802480b,x2802480b.1.0,wye,0.01666667,0.00272727,1,1
t226308725b,3,secondary_2,x2802480b,x2802480b.0.2,wye,0.01666667,0.00272727,1,1
t5356804a,1,primary,l2823544,l2823544.1,wye,1,0.00090909,1,1
t5356804a,2,secondary_1,x2823544a,x2823544a.1.0,wye,0.01666667,0.00090909,1,1
t5356804a,3,secondary_2,x2823544a,x2823544a.0.2,wye,0.01666667,0.00090909,1,1
t5355604b,1,primary,l2841624,l2841624.2,wye,1,0.00054545,1,1
t5355604b,2,secondary_1,x2841624b,x2841624b.1.0,wye,0.01666667,0.00054545,1,1
t5355604b,3,secondary_2,x2841624b,x2841624b.0.2,wye,0.01666667,0.00054545,1,1
t21459660c,1,primary,l3101194,l3101194.3,wye,1,0.00272727,1,1
t21459660c,2,secondary_1,x3101194c,x3101194c.1.0,wye,0.01666667,0.00272727,1,1
t21459660c,3,secondary_2,x3101194c,x3101194c.0.2,wye,0.01666667,0.00272727,1,1
t5337636c,1,primary,l2841619,l2841619.3,wye,1,0.00136364,1,1
t5337636c,2,secondary_1,x2841619c,x2841619c.1.0,wye,0.01666667,0.00136364,1,1
t5337636c,3,secondary_2,x2841619c,x2841619c.0.2,wye,0.01666667,0.00136364,1,1
t5260505c,1,primary,l2861218,l2861218.3,wye,1,0.00090909,1,1
t5260505c,2,secondary_1,x2861218c,x2861218c.1.0,wye,0.01666667,0.00090909,1,1
t5260505c,3,secondary_2,x2861218c,x2861218c.0.2,wye,0.01666667,0.00090909,1,1
t5325245b,1,primary,l2710513,l2710513.2,wye,1,0.00036364,1,1
t5325245b,2,secondary_1,x2710513b,x2710513b.1.0,wye,0.01666667,0.00036364,1,1
t5325245b,3,secondary_2,x2710513b,x2710513b.0.2,wye,0.01666667,0.00036364,1,1
t21385192c,1,primary,l2879062,l2879062.3,wye,1,0.00054545,1,1
t21385192c,2,secondary_1,x2879062c,x2879062c.1.0,wye,0.01666667,0.00054545,1,1
t21385192c,3,secondary_2,x2879062c,x2879062c.0.2,wye,0.01666667,0.00054545,1,1
t5260496b,1,primary,l2879767,l2879767.2,wye,1,0.00036364,1,1
t5260496b,2,secondary_1,x2879767b,x2879767b.1.0,wye,0.01666667,0.00036364,1,1
t5260496b,3,secondary_2,x2879767b,x2879767b.0.2,wye,0.01666667,0.00036364,1,1
t21399220c,1,primary,l2766725,l2766725.3,wye,1,0.00054545,1,1
t21399220c,2,secondary_1,x2766725c,x2766725c.1.0,wye,0.01666667,0.00054545,1,1
t21399220c,3,secondary_2,x2766725c,x2766725c.0.2,wye,0.01666667,0.00054545,1,1
t5337655c,1,primary,l3141396,l3141396.3,wye,1,0.00054545,1,1
t5337655c,2,secondary_1,x3141396c,x3141396c.1.0,wye,0.01666667,0.00054545,1,1
t5337655c,3,secondary_2,x3141396c,x3141396c.0.2,wye,0.01666667,0.00054545,1,1
t5330122b,1,primary,l2879752,l2879752.2,wye,1,0.00054545,1,1
t5330122b,2,secondary_1,x2879752b,x2879752b.1.0,wye,0.01666667,0.00054545,1,1
t5330122b,3,secondary_2,x2879752b,x2879752b.0.2,wye,0.01666667,0.00054545,1,1
t28148060c,1,primary,l2991940,l2991940.3,wye,1,0.00054545,1,1
t28148060c,2,secondary_1,x2991940c,x2991940c.1.0,wye,0.01666667,0.00054545,1,1
t28148060c,3,secondary_2,x2991940c,x2991940c.0.2,wye,0.01666667,0.00054545,1,1
t5302674a,1,primary,l2673321,l2673321.1,wye,1,0.00090909,1,1
t5302674a,2,secondary_1,x2673321a,x2673321a.1.0,wye,0.01666667,0.00090909,1,1
t5302674a,3,secondary_2,x2673321a,x2673321a.0.2,wye,0.01666667,0.00090909,1,1
t5355601b,1,primary,l2673326,l2673326.2,wye,1,0.00054545,1,1
t5355601b,2,secondary_1,x2673326b,x2673326b.1.0,wye,0.01666667,0.00054545,1,1
t5355601b,3,secondary_2,x2673326b,x2673326b.0.2,wye,0.01666667,0.00054545,1,1
t225533703c,1,primary,l2925506,l2925506.3,wye,1,0.00090909,1,1
t225533703c,2,secondary_1,x2925506c,x2925506c.1.0,wye,0.01666667,0.00090909,1,1
t225533703c,3,secondary_2,x2925506c,x2925506c.0.2,wye,0.01666667,0.00090909,1,1
t5356814c,1,primary,l2730106,l2730106.3,wye,1,0.00090909,1,1
t5356814c,2,secondary_1,x2730106c,x2730106c.1.0,wye,0.01666667,0.00090909,1,1
t5356814c,3,secondary_2,x2730106c,x2730106c.0.2,wye,0.01666667,0.00090909,1,1
t226196648a,1,primary,l2820556,l2820556.1,wye,1,0.00090909,1,1
t226196648a,2,secondary_1,x2820556a,x2820556a.1.0,wye,0.01666667,0.00090909,1,1
t226196648a,3,secondary_2,x2820556a,x2820556a.0.2,wye,0.01666667,0.00090909,1,1
t5321861c,1,primary,l3235248,l3235248.3,wye,1,0.00054545,1,1
t5321861c,2,secondary_1,x3235248c,x3235248c.1.0,wye,0.01666667,0.00054545,1,1
t5321861c,3,secondary_2,x3235248c,x3235248c.0.2,wye,0.01666667,0.00054545,1,1
t5355840b,1,primary,l2822871,l2822871.2,wye,1,0.00090909,1,1
t5355840b,2,secondary_1,x2822871b,x2822871b.1.0,wye,0.01666667,0.00090909,1,1
t5355840b,3,secondary_2,x2822871b,x2822871b.0.2,wye,0.01666667,0.00090909,1,1
t21243817a,1,primary,l2955076,l2955076.1,wye,1,0.00054545,1,1
t21243817a,2,secondary_1,x2955076a,x2955076a.1.0,wye,0.01666667,0.00054545,1,1
t21243817a,3,secondary_2,x2955076a,x2955076a.0.2,wye,0.01666667,0.00054545,1,1
t5260589b,1,primary,l2955005,l2955005.2,wye,1,0.00054545,1,1
t5260589b,2,secondary_1,x2955005b,x2955005b.1.0,wye,0.01666667,0.00054545,1,1
t5260589b,3,secondary_2,x2955005b,x2955005b.0.2,wye,0.01666667,0.00054545,1,1
t5338961c,1,primary,l3254208,l3254208.3,wye,1,0.00090909,1,1
t5338961c,2,secondary_1,x3254208c,x3254208c.1.0,wye,0.01666667,0.00090909,1,1
t5338961c,3,secondary_2,x3254208c,x3254208c.0.2,wye,0.01666667,0.00090909,1,1
t5337723a,1,primary,l3178978,l3178978.1,wye,1,0.00054545,1,1
t5337723a,2,secondary_1,x3178978a,x3178978a.1.0,wye,0.01666667,0.00054545,1,1
t5337723a,3,secondary_2,x3178978a,x3178978a.0.2,wye,0.01666667,0.00054545,1,1
t5138573a,1,primary,l3235253,l3235253.1,wye,1,0.00090909,1,1
t5138573a,2,secondary_1,x3235253a,x3235253a.1.0,wye,0.01666667,0.00090909,1,1
t5138573a,3,secondary_2,x3235253a,x3235253a.0.2,wye,0.01666667,0.00090909,1,1
t5321888c,1,primary,l3235241,l3235241.3,wye,1,0.00090909,1,1
t5321888c,2,secondary_1,x3235241c,x3235241c.1.0,wye,0.01666667,0.00090909,1,1
t5321888c,3,secondary_2,x3235241c,x3235241c.0.2,wye,0.01666667,0.00090909,1,1
t28148580b,1,primary,l3197636,l3197636.2,wye,1,0.00090909,1,1
t28148580b,2,secondary_1,x3197636b,x3197636b.1.0,wye,0.01666667,0.00090909,1,1
t28148580b,3,secondary_2,x3197636b,x3197636b.0.2,wye,0.01666667,0.00090909,1,1
t28126875b,1,primary,l3066811,l3066811.2,wye,1,0.00090909,1,1
t28126875b,2,secondary_1,x3066811b,x3066811b.1.0,wye,0.01666667,0.00090909,1,1
t28126875b,3,secondary_2,x3066811b,x3066811b.0.2,wye,0.01666667,0.00090909,1,1
t2224192013a,1,primary,l3632979,l3632979.1,wye,1,0.00054545,1,1
t2224192013a,2,secondary_1,x3632979a,x3632979a.1.0,wye,0.01666667,0.00054545,1,1
t2224192013a,3,secondary_2,x3632979a,x3632979a.0.2,wye,0.01666667,0.00054545,1,1
t5260532c,1,primary,l3086074,l3086074.3,wye,1,0.00054545,1,1
t5260532c,2,secondary_1,x3086074c,x3086074c.1.0,wye,0.01666667,0.00054545,1,1
t5260532c,3,secondary_2,x3086074c,x3086074c.0.2,wye,0.01666667,0.00054545,1,1
t21389831a,1,primary,l2674051,l2674051.1,wye,1,0.00054545,1,1
t21389831a,2,secondary_1,x2674051a,x2674051a.1.0,wye,0.01666667,0.00054545,1,1
t21389831a,3,secondary_2,x2674051a,x2674051a.0.2,wye,0.01666667,0.00054545,1,1
t21396331b,1,primary,l3178981,l3178981.2,wye,1,0.00090909,1,1
t21396331b,2,secondary_1,x3178981b,x3178981b.1.0,wye,0.01666667,0.00090909,1,1
t21396331b,3,secondary_2,x3178981b,x3178981b.0.2,wye,0.01666667,0.00090909,1,1
t227732939b,1,primary,l3046854,l3046854.2,wye,1,0.00136364,1,1
t227732939b,2,secondary_1,x3046854b,x3046854b.1.0,wye,0.01666667,0.00136364,1,1
t227732939b,3,secondary_2,x3046854b,x3046854b.0.2,wye,0.01666667,0.00136364,1,1
t5321856b,1,primary,l2860506,l2860506.2,wye,1,0.00054545,1,1
t5321856b,2,secondary_1,x2860506b,x2860506b.1.0,wye,0.01666667,0.00054545,1,1
t5321856b,3,secondary_2,x2860506b,x2860506b.0.2,wye,0.01666667,0.00054545,1,1
t5260625c,1,primary,l3048966,l3048966.3,wye,1,0.00054545,1,1
t5260625c,2,secondary_1,x3048966c,x3048966c.1.0,wye,0.01666667,0.00054545,1,1
t5260625c,3,secondary_2,x3048966c,x3048966c.0.2,wye,0.01666667,0.00054545,1,1
t5338950b,1,primary,l2822872,l2822872.2,wye,1,0.00090909,1,1
t5338950b,2,secondary_1,x2822872b,x2822872b.1.0,wye,0.01666667,0.00090909,1,1
t5338950b,3,secondary_2,x2822872b,x2822872b.0.2,wye,0.01666667,0.00090909,1,1
t226194419c,1,primary,l3214071,l3214071.3,wye,1,0.00090909,1,1
t226194419c,2,secondary_1,x3214071c,x3214071c.1.0,wye,0.01666667,0.00090909,1,1
t226194419c,3,secondary_2,x3214071c,x3214071c.0.2,wye,0.01666667,0.00090909,1,1
t5275247b,1,primary,l2786273,l2786273.2,wye,1,0.00090909,1,1
t5275247b,2,secondary_1,x2786273b,x2786273b.1.0,wye,0.01666667,0.00090909,1,1
t5275247b,3,secondary_2,x2786273b,x2786273b.0.2,wye,0.01666667,0.00090909,1,1
t5260518c,1,primary,l3104853,l3104853.3,wye,1,0.00090909,1,1
t5260518c,2,secondary_1,x3104853c,x3104853c.1.0,wye,0.01666667,0.00090909,1,1
t5260518c,3,secondary_2,x3104853c,x3104853c.0.2,wye,0.01666667,0.00090909,1,1
t5138259c,1,primary,l2973158,l2973158.3,wye,1,0.00054545,1,1
t5138259c,2,secondary_1,x2973158c,x2973158c.1.0,wye,0.01666667,0.00054545,1,1
t5138259c,3,secondary_2,x2973158c,x2973158c.0.2,wye,0.01666667,0.00054545,1,1
t5338926a,1,primary,l3216123,l3216123.1,wye,1,0.00054545,1,1
t5338926a,2,secondary_1,x3216123a,x3216123a.1.0,wye,0.01666667,0.00054545,1,1
t5338926a,3,secondary_2,x3216123a,x3216123a.0.2,wye,0.01666667,0.00054545,1,1
t5321855b,1,primary,l2860485,l2860485.2,wye,1,0.00054545,1,1
t5321855b,2,secondary_1,x2860485b,x2860485b.1.0,wye,0.01666667,0.00054545,1,1
t5321855b,3,secondary_2,x2860485b,x2860485b.0.2,wye,0.01666667,0.00054545,1,1
t5356800a,1,primary,l3235946,l3235946.1,wye,1,0.00090909,1,1
t5356800a,2,secondary_1,x3235946a,x3235946a.1.0,wye,0.01666667,0.00090909,1,1
t5356800a,3,secondary_2,x3235946a,x3235946a.0.2,wye,0.01666667,0.00090909,1,1
t5339047a,1,primary,l2973148,l2973148.1,wye,1,0.00090909,1,1
t5339047a,2,secondary_1,x2973148a,x2973148a.1.0,wye,0.01666667,0.00090909,1,1
t5339047a,3,secondary_2,x2973148a,x2973148a.0.2,wye,0.01666667,0.00090909,1,1
t5321894c,1,primary,l3066829,l3066829.3,wye,1,0.00090909,1,1
t5321894c,2,secondary_1,x3066829c,x3066829c.1.0,wye,0.01666667,0.00090909,1,1
t5321894c,3,secondary_2,x3066829c,x3066829c.0.2,wye,0.01666667,0.00090909,1,1
t5337627c,1,primary,l3085393,l3085393.3,wye,1,0.00090909,1,1
t5337627c,2,secondary_1,x3085393c,x3085393c.1.0,wye,0.01666667,0.00090909,1,1
t5337627c,3,secondary_2,x3085393c,x3085393c.0.2,wye,0.01666667,0.00090909,1,1
t5355358b,1,primary,l2673322,l2673322.2,wye,1,0.00036364,1,1
t5355358b,2,secondary_1,x2673322b,x2673322b.1.0,wye,0.01666667,0.00036364,1,1
t5355358b,3,secondary_2,x2673322b,x2673322b.0.2,wye,0.01666667,0.00036364,1,1
t22112371533c,1,primary,l3263051,l3263051.3,wye,1,0.00090909,1,1
t22112371533c,2,secondary_1,x3263051c,x3263051c.1.0,wye,0.01666667,0.00090909,1,1
t22112371533c,3,secondary_2,x3263051c,x3263051c.0.2,wye,0.01666667,0.00090909,1,1
t5323274b,1,primary,l2860500,l2860500.2,wye,1,0.00054545,1,1
t5323274b,2,secondary_1,x2860500b,x2860500b.1.0,wye,0.01666667,0.00054545,1,1
t5323274b,3,secondary_2,x2860500b,x2860500b.0.2,wye,0.01666667,0.00054545,1,1
t21396015a,1,primary,l3048211,l3048211.1,wye,1,0.00090909,1,1
t21396015a,2,secondary_1,x3048211a,x3048211a.1.0,wye,0.01666667,0.00090909,1,1
t21396015a,3,secondary_2,x3048211a,x3048211a.0.2,wye,0.01666667,0.00090909,1,1
t2224387074a,1,primary,l3728041,l3728041.1,wye,1,0.00090909,1,1
t2224387074a,2,secondary_1,x3728041a,x3728041a.1.0,wye,0.01666667,0.00090909,1,1
t2224387074a,3,secondary_2,x3728041a,x3728041a.0.2,wye,0.01666667,0.00090909,1,1
t5323237b,1,primary,l3048199,l3048199.2,wye,1,0.00054545,1,1
t5323237b,2,secondary_1,x3048199b,x3048199b.1.0,wye,0.01666667,0.00054545,1,1
t5323237b,3,secondary_2,x3048199b,x3048199b.0.2,wye,0.01666667,0.00054545,1,1
t5338949b,1,primary,l3104136,l3104136.2,wye,1,0.00054545,1,1
t5338949b,2,secondary_1,x3104136b,x3104136b.1.0,wye,0.01666667,0.00054545,1,1
t5338949b,3,secondary_2,x3104136b,x3104136b.0.2,wye,0.01666667,0.00054545,1,1
t5356015a,1,primary,l2916599,l2916599.1,wye,1,0.00090909,1,1
t5356015a,2,secondary_1,x2916599a,x2916599a.1.0,wye,0.01666667,0.00090909,1,1
t5356015a,3,secondary_2,x2916599a,x2916599a.0.2,wye,0.01666667,0.00090909,1,1
t5138718c,1,primary,l3104134,l3104134.3,wye,1,0.00090909,1,1
t5138718c,2,secondary_1,x3104134c,x3104134c.1.0,wye,0.01666667,0.00090909,1,1
t5138718c,3,secondary_2,x3104134c,x3104134c.0.2,wye,0.01666667,0.00090909,1,1
t5338959c,1,primary,l2954344,l2954344.3,wye,1,0.00090909,1,1
t5338959c,2,secondary_1,x2954344c,x2954344c.1.0,wye,0.01666667,0.00090909,1,1
t5338959c,3,secondary_2,x2954344c,x2954344c.0.2,wye,0.01666667,0.00090909,1,1
t5157718b,1,primary,l3142099,l3142099.2,wye,1,0.00090909,1,1
t5157718b,2,secondary_1,x3142099b,x3142099b.1.0,wye,0.01666667,0.00090909,1,1
t5157718b,3,secondary_2,x3142099b,x3142099b.0.2,wye,0.01666667,0.00090909,1,1
t5321884c,1,primary,l2710515,l2710515.3,wye,1,0.00136364,1,1
t5321884c,2,secondary_1,x2710515c,x2710515c.1.0,wye,0.01666667,0.00136364,1,1
t5321884c,3,secondary_2,x2710515c,x2710515c.0.2,wye,0.01666667,0.00136364,1,1
t5207286c,1,primary,l3011298,l3011298.3,wye,1,0.00036364,1,1
t5207286c,2,secondary_1,x3011298c,x3011298c.1.0,wye,0.01666667,0.00036364,1,1
t5207286c,3,secondary_2,x3011298c,x3011298c.0.2,wye,0.01666667,0.00036364,1,1
t5323263a,1,primary,l3066812,l3066812.1,wye,1,0.00090909,1,1
t5323263a,2,secondary_1,x3066812a,x3066812a.1.0,wye,0.01666667,0.00090909,1,1
t5323263a,3,secondary_2,x3066812a,x3066812a.0.2,wye,0.01666667,0.00090909,1,1
t21399707a,1,primary,l3141403,l3141403.1,wye,1,0.00090909,1,1
t21399707a,2,secondary_1,x3141403a,x3141403a.1.0,wye,0.01666667,0.00090909,1,1
t21399707a,3,secondary_2,x3141403a,x3141403a.0.2,wye,0.01666667,0.00090909,1,1
t226191772c,1,primary,l3120484,l3120484.3,wye,1,0.00054545,1,1
t226191772c,2,secondary_1,x3120484c,x3120484c.1.0,wye,0.01666667,0.00054545,1,1
t226191772c,3,secondary_2,x3120484c,x3120484c.0.2,wye,0.01666667,0.00054545,1,1
t5293667a,1,primary,l2860504,l2860504.1,wye,1,0.00054545,1,1
t5293667a,2,secondary_1,x2860504a,x2860504a.1.0,wye,0.01666667,0.00054545,1,1
t5293667a,3,secondary_2,x2860504a,x2860504a.0.2,wye,0.01666667,0.00054545,1,1
t5293424c,1,primary,l2766750,l2766750.3,wye,1,0.00136364,1,1
t5293424c,2,secondary_1,x2766750c,x2766750c.1.0,wye,0.01666667,0.00136364,1,1
t5293424c,3,secondary_2,x2766750c,x2766750c.0.2,wye,0.01666667,0.00136364,1,1
t5337709b,1,primary,l2879077,l2879077.2,wye,1,0.00054545,1,1
t5337709b,2,secondary_1,x2879077b,x2879077b.1.0,wye,0.01666667,0.00054545,1,1
t5337709b,3,secondary_2,x2879077b,x2879077b.0.2,wye,0.01666667,0.00054545,1,1
t5323391b,1,primary,l3159037,l3159037.2,wye,1,0.00136364,1,1
t5323391b,2,secondary_1,x3159037b,x3159037b.1.0,wye,0.01666667,0.00136364,1,1
t5323391b,3,secondary_2,x3159037b,x3159037b.0.2,wye,0.01666667,0.00136364,1,1
t28147899c,1,primary,l3160793,l3160793.3,wye,1,0.00054545,1,1
t28147899c,2,secondary_1,x3160793c,x3160793c.1.0,wye,0.01666667,0.00054545,1,1
t28147899c,3,secondary_2,x3160793c,x3160793c.0.2,wye,0.01666667,0.00054545,1,1
t226308717a,1,primary,l3233412,l3233412.1,wye,1,0.00181818,1,1
t226308717a,2,secondary_1,x3233412a,x3233412a.1.0,wye,0.01666667,0.00181818,1,1
t226308717a,3,secondary_2,x3233412a,x3233412a.0.2,wye,0.01666667,0.00181818,1,1
t28147018b,1,primary,l2841620,l2841620.2,wye,1,0.00054545,1,1
t28147018b,2,secondary_1,x2841620b,x2841620b.1.0,wye,0.01666667,0.00054545,1,1
t28147018b,3,secondary_2,x2841620b,x2841620b.0.2,wye,0.01666667,0.00054545,1,1
t21396815c,1,primary,l3253995,l3253995.3,wye,1,0.00054545,1,1
t21396815c,2,secondary_1,x3253995c,x3253995c.1.0,wye,0.01666667,0.00054545,1,1
t21396815c,3,secondary_2,x3253995c,x3253995c.0.2,wye,0.01666667,0.00054545,1,1
t5247184c,1,primary,l2936279,l2936279.3,wye,1,0.00090909,1,1
t5247184c,2,secondary_1,x2936279c,x2936279c.1.0,wye,0.01666667,0.00090909,1,1
t5247184c,3,secondary_2,x2936279c,x2936279c.0.2,wye,0.01666667,0.00090909,1,1
t5339043c,1,primary,l2804277,l2804277.3,wye,1,0.00090909,1,1
t5339043c,2,secondary_1,x2804277c,x2804277c.1.0,wye,0.01666667,0.00090909,1,1
t5339043c,3,secondary_2,x2804277c,x2804277c.0.2,wye,0.01666667,0.00090909,1,1
t5302405a,1,primary,l2860489,l2860489.1,wye,1,0.00054545,1,1
t5302405a,2,secondary_1,x2860489a,x2860489a.1.0,wye,0.01666667,0.00054545,1,1
t5302405a,3,secondary_2,x2860489a,x2860489a.0.2,wye,0.01666667,0.00054545,1,1
t227917127c,1,primary,l2690868,l2690868.3,wye,1,0.00181818,1,1
t227917127c,2,secondary_1,x2690868c,x2690868c.1.0,wye,0.01666667,0.00181818,1,1
t227917127c,3,secondary_2,x2690868c,x2690868c.0.2,wye,0.01666667,0.00181818,1,1
t5356788c,1,primary,l3176661,l3176661.3,wye,1,0.00036364,1,1
t5356788c,2,secondary_1,x3176661c,x3176661c.1.0,wye,0.01666667,0.00036364,1,1
t5356788c,3,secondary_2,x3176661c,x3176661c.0.2,wye,0.01666667,0.00036364,1,1
t5321886c,1,primary,l2766746,l2766746.3,wye,1,0.00090909,1,1
t5321886c,2,secondary_1,x2766746c,x2766746c.1.0,wye,0.01666667,0.00090909,1,1
t5321886c,3,secondary_2,x2766746c,x2766746c.0.2,wye,0.01666667,0.00090909,1,1
t5293657b,1,primary,l3189189,l3189189.2,wye,1,0.00054545,1,1
t5293657b,2,secondary_1,x3189189b,x3189189b.1.0,wye,0.01666667,0.00054545,1,1
t5293657b,3,secondary_2,x3189189b,x3189189b.0.2,wye,0.01666667,0.00054545,1,1
t5138237b,1,primary,l3048196,l3048196.2,wye,1,0.00054545,1,1
t5138237b,2,secondary_1,x3048196b,x3048196b.1.0,wye,0.01666667,0.00054545,1,1
t5138237b,3,secondary_2,x3048196b,x3048196b.0.2,wye,0.01666667,0.00054545,1,1
t5310560a,1,primary,l2879074,l2879074.1,wye,1,0.00054545,1,1
t5310560a,2,secondary_1,x2879074a,x2879074a.1.0,wye,0.01666667,0.00054545,1,1
t5310560a,3,secondary_2,x2879074a,x2879074a.0.2,wye,0.01666667,0.00054545,1,1
t5260598a,1,primary,l3067478,l3067478.1,wye,1,0.00136364,1,1
t5260598a,2,secondary_1,x3067478a,x3067478a.1.0,wye,0.01666667,0.00136364,1,1
t5260598a,3,secondary_2,x3067478a,x3067478a.0.2,wye,0.01666667,0.00136364,1,1
t5302373b,1,primary,l2766726,l2766726.2,wye,1,0.00054545,1,1
t5302373b,2,secondary_1,x2766726b,x2766726b.1.0,wye,0.01666667,0.00054545,1,1
t5302373b,3,secondary_2,x2766726b,x2766726b.0.2,wye,0.01666667,0.00054545,1,1
t5260476a,1,primary,l2936271,l2936271.1,wye,1,0.00054545,1,1
t5260476a,2,secondary_1,x2936271a,x2936271a.1.0,wye,0.01666667,0.00054545,1,1
t5260476a,3,secondary_2,x2936271a,x2936271a.0.2,wye,0.01666667,0.00054545,1,1
t21389092b,1,primary,l2917328,l2917328.2,wye,1,0.00090909,1,1
t21389092b,2,secondary_1,x2917328b,x2917328b.1.0,wye,0.01666667,0.00090909,1,1
t21389092b,3,secondary_2,x2917328b,x2917328b.0.2,wye,0.01666667,0.00090909,1,1
t5356063c,1,primary,l3160103,l3160103.3,wye,1,0.00054545,1,1
t5356063c,2,secondary_1,x3160103c,x3160103c.1.0,wye,0.01666667,0.00054545,1,1
t5356063c,3,secondary_2,x3160103c,x3160103c.0.2,wye,0.01666667,0.00054545,1,1
t2223878647b,1,primary,l3448661,l3448661.2,wye,1,0.00054545,1,1
t2223878647b,2,secondary_1,x3448661b,x3448661b.1.0,wye,0.01666667,0.00054545,1,1
t2223878647b,3,secondary_2,x3448661b,x3448661b.0.2,wye,0.01666667,0.00054545,1,1
t5354851b,1,primary,l2991901,l2991901.2,wye,1,0.00090909,1,1
t5354851b,2,secondary_1,x2991901b,x2991901b.1.0,wye,0.01666667,0.00090909,1,1
t5354851b,3,secondary_2,x2991901b,x2991901b.0.2,wye,0.01666667,0.00090909,1,1
t5338997b,1,primary,l2860499,l2860499.2,wye,1,0.00181818,1,1
t5338997b,2,secondary_1,x2860499b,x2860499b.1.0,wye,0.01666667,0.00181818,1,1
t5338997b,3,secondary_2,x2860499b,x2860499b.0.2,wye,0.01666667,0.00181818,1,1
t226193422b,1,primary,l2726975,l2726975.2,wye,1,0.00054545,1,1
t226193422b,2,secondary_1,x2726975b,x2726975b.1.0,wye,0.01666667,0.00054545,1,1
t226193422b,3,secondary_2,x2726975b,x2726975b.0.2,wye,0.01666667,0.00054545,1,1
t5391745b,1,primary,l2673300,l2673300.2,wye,1,0.00090909,1,1
t5391745b,2,secondary_1,x2673300b,x2673300b.1.0,wye,0.01666667,0.00090909,1,1
t5391745b,3,secondary_2,x2673300b,x2673300b.0.2,wye,0.01666667,0.00090909,1,1
t5251855c,1,primary,l2730107,l2730107.3,wye,1,0.00090909,1,1
t5251855c,2,secondary_1,x2730107c,x2730107c.1.0,wye,0.01666667,0.00090909,1,1
t5251855c,3,secondary_2,x2730107c,x2730107c.0.2,wye,0.01666667,0.00090909,1,1
t5339006b,1,primary,l2916619,l2916619.2,wye,1,0.00090909,1,1
t5339006b,2,secondary_1,x2916619b,x2916619b.1.0,wye,0.01666667,0.00090909,1,1
t5339006b,3,secondary_2,x2916619b,x2916619b.0.2,wye,0.01666667,0.00090909,1,1
t5355437c,1,primary,l2710525,l2710525.3,wye,1,0.00090909,1,1
t5355437c,2,secondary_1,x2710525c,x2710525c.1.0,wye,0.01666667,0.00090909,1,1
t5355437c,3,secondary_2,x2710525c,x2710525c.0.2,wye,0.01666667,0.00090909,1,1
t5391752b,1,primary,l2804260,l2804260.2,wye,1,0.00090909,1,1
t5391752b,2,secondary_1,x2804260b,x2804260b.1.0,wye,0.01666667,0.00090909,1,1
t5391752b,3,secondary_2,x2804260b,x2804260b.0.2,wye,0.01666667,0.00090909,1,1
t5338920a,1,primary,l3197631,l3197631.1,wye,1,0.00054545,1,1
t5338920a,2,secondary_1,x3197631a,x3197631a.1.0,wye,0.01666667,0.00054545,1,1
t5338920a,3,secondary_2,x3197631a,x3197631a.0.2,wye,0.01666667,0.00054545,1,1
t5338925a,1,primary,l2973153,l2973153.1,wye,1,0.00054545,1,1
t5338925a,2,secondary_1,x2973153a,x2973153a.1.0,wye,0.01666667,0.00054545,1,1
t5338925a,3,secondary_2,x2973153a,x2973153a.0.2,wye,0.01666667,0.00054545,1,1
t5138685a,1,primary,l3122813,l3122813.1,wye,1,0.00054545,1,1
t5138685a,2,secondary_1,x3122813a,x3122813a.1.0,wye,0.01666667,0.00054545,1,1
t5138685a,3,secondary_2,x3122813a,x3122813a.0.2,wye,0.01666667,0.00054545,1,1
t5338992b,1,primary,l2935567,l2935567.2,wye,1,0.00054545,1,1
t5338992b,2,secondary_1,x2935567b,x2935567b.1.0,wye,0.01666667,0.00054545,1,1
t5338992b,3,secondary_2,x2935567b,x2935567b.0.2,wye,0.01666667,0.00054545,1,1
t5260513c,1,primary,l2917336,l2917336.3,wye,1,0.00054545,1,1
