bus_id,super_node,kept
l2785546,l2785546,1
m1026810,l2785546,0
m1108368,m1108368,1
l3085393,l3085393,1
l3178974,l3178974,1
m1026774,m1026783,0
m1026769,m1026769,1
l3189189,l3189189,1
l2821770,l2821770,1
m1069555,m1069555,1
l3252336,l3252336,1
p829977,m1186065,0
l2820556,l2820556,1
m1047410,l2820556,0
m1027001,m1026987,0
m1047344,m1047344,1
l3029499,l3029499,1
221-282818,m1108380,0
m1026830,m1026830,1
p827511,m1026830,0
p895105,m1089141,0
n1142110,m1089141,0
n1142111,m1089143,0
l2991912,l2991912,1
l3010569,l3010569,1
m1047335,m1047335,1
l3216368,l3216368,1
l2879081,l2879081,1
l3104144,l3104144,1
l2916619,l2916619,1
m1126031,m1126031,1
l3179608,l3179608,1
l2990098,l2990098,1
m1108462,l2990098,0
l2673326,l2673326,1
m1142815,m1142815,1
n1141477,m1142815,0
n1139252,m1069417,0
l3122812,l3122812,1
m1166386,m1166386,1
m1089163,l2991640,0
n1142100,l2730106,0
m1069456,l3104155,0
l2897806,l2897806,1
l2822865,l2822865,1
l3195321,l3195321,1
l3197646,l3197646,1
m1026829,m1026829,1
n1147859,m1026829,0
l3139121,m1047299,0
l2763153,l2763153,1
e182726,e182726,1
l2766744,l2766744,1
l3216370,l3216370,1
226-23745,l2936216,0
m1142828,l3160865,0
l2674047,l2674047,1
m3949157,m3949157,1
l3727711,l3727711,1
m1026329,m1026329,1
m1026328,m1026329,0
m1108355,l3198356,0
m1108352,l3198356,0
l3086002,l3086002,1
n1134476,n1134475,0
m1069284,m4113348,0
p850401,m4113348,0
d5502543-2_int,d5502543-2_int,1
q14413,q14413,1
l3029503,l3029503,1
n1140524,m1026783,0
m1047792,m1047792,1
l2876846,m1047792,0
m1089165,m1089165,1
l3216343,l3216343,1
l2748144,l2748144,1
l3010562,l3010562,1
m1069557,m1069557,1
m1047374,m1047374,1
l3197629,l3197629,1
m1089202,m1089197,0
m1089203,m1089203,1
m1026866,m1026866,1
m1149235,m1149235,1
l2766720,l2766720,1
m1209791,m1209791,1
p903354,m1209791,0
m1026960,m1026960,1
m3729981,m1026960,0
l3011298,l3011298,1
m1108524,m1108524,1
n1136031,m1108524,0
m1026722,m1026699,0
l2991915,l2991915,1
l2673320,l2673320,1
m1047497,l3160109,0
m1047755,m1047755,1
m3037441,l3207907,0
n1140824,l3207907,0
m1026709,m1026709,1
l3729298,l3729298,1
l3727707,l3727707,1
l3160123,l3160123,1
l2897805,l2897805,1
m1089094,l3626914,0
m1125917,m1125917,1
m1069154,m1069154,1
l3197630,l3197630,1
m1026343,m1026343,1
m1069155,m1069155,1
l2785523,l2785523,1
l3141388,l3141388,1
m1026786,m1026795,0
m1026785,m1026795,0
n1137958,m1047483,0
m1026877,m1026877,1
l2820583,l2804250,0
m1108354,l2804250,0
l2991911,l2991911,1
n1136363,m1069564,0
r18245,m1069564,0
221-306686,m1069312,0
l2970258,l2970258,1
l2841632,l2841632,1
regxfmr_190-8593,regxfmr_190-8593,1
p1197121,m1125917,0
l2805031,l2805031,1
m1069226,m1069226,1
l2860506,l2860506,1
l2954346,l2954346,1
l2879077,l2879077,1
d5860423-3_int,d5860423-3_int,1
190-8593,190-8593,1
l3139366,l3139366,1
m4362177,l3139366,0
l2763812,l2763812,1
l2951995,l2951995,1
l3197638,l3197638,1
m1026849,l3197638,0
n1137993,m1047486,0
l2860482,l2860482,1
p901946,m1108505,0
n1142105,m1108505,0
m1026905,m1026905,1
p827515,m1026905,0
m1108520,m1108520,1
l2804277,l2804277,1
l2991913,l2991913,1
l2933165,m1069582,0
l3235273,l3235273,1
l3029502,l3029502,1
m1047780,m1047777,0
l3066811,l3066811,1
m1047732,m1047732,1
n1137987,m1047732,0
l3197661,l3197661,1
l3122848,l3122848,1
m1047580,m1047580,1
m1108345,l3198356,0
m1108347,l3198356,0
d5655682-1_int,d5655682-1_int,1
e182725,e182725,1
d5926308-3_int,d5926308-3_int,1
l2860491,l2860491,1
l2897770,l2897770,1
l3104127,l3104127,1
l2767343,l2767343,1
l2786266,l2786266,1
l2785512,l2785512,1
p827529,m1047552,0
n1136668,m1047552,0
m1027114,m1027114,1
l3195327,l3195327,1
m1027121,m1027121,1
m1027123,m1027121,0
l3104157,l3104157,1
p895409,m1026886,0
d6138608-3_int,d6138608-3_int,1
q14404,q14404,1
l2991927,l2991927,1
m1089155,m1089155,1
m1089158,m1089155,0
m1026324,l2841636,0
m1026323,m1026323,1
l2804258,l2804258,1
p829978,m1166369,0
l2992656,l2992656,1
l2936271,l2936271,1
m1069544,m1069544,1
l2916598,l2916598,1
l2954344,l2954344,1
l2897767,l2897767,1
l2876796,l2876796,1
m1047756,l2876796,0
l3122810,l3122810,1
m1108379,m1108378,0
n1140822,m1026706,0
l2860478,l2860478,1
l2822858,l2822858,1
l2841620,l2841620,1
l3727709,l3727709,1
l3727710,l3727710,1
n1136667,l2858166,0
196-29519,l2858166,0
n1144666,m1027042,0
m1125989,m1125987,0
l2898495,m1108380,0
l3179674,l3179674,1
regxfmr_190-7361,regxfmr_190-7361,1
m1069249,m4113348,0
l2803194,l2803194,1
m1186065,m1186065,1
m1186064,m1186065,0
d6231996-1_int,d6231996-1_int,1
e206614,e206614,1
m1209776,m1186063,0
m1209775,m1186063,0
l2804261,l2804261,1
l3178980,l3178980,1
m1047835,m1047834,0
m1047836,m1047836,1
m1125962,m1125962,1
l3123452,l3123452,1
p893610,m1108298,0
m1108302,m1108298,0
p829797,m1108484,0
l2841629,l2841629,1
l3254218,l3254218,1
l3778577,l3778577,1
l2820531,l2820531,1
l3626914,l3626914,1
l2955077,l2955077,1
m1166374,m1166373,0
n1139552,m1026744,0
p827533,m1069135,0
n1139538,m1069135,0
l3160098,l3160098,1
m1089213,m1089213,1
l2820590,m1108315,0
l3104125,l3104125,1
q14411,q14411,1
l3118855,l3118855,1
l3231255,l3231255,1
d5861005-2_int,d5861005-2_int,1
m1027071,m1027071,1
l3235241,l3235241,1
l2729409,l2729409,1
l2841624,l2841624,1
l3235254,l3235254,1
m1026855,l3235254,0
m1026851,m1026851,1
m1069466,m1069469,0
m1069524,m1069524,1
m1027091,m1027087,0
m1027092,m1027087,0
l2766747,l2766747,1
p827560,m1026701,0
l2822877,l2822877,1
n1138598,l2822877,0
m1009715,m1009715,1
m1009705,m1009715,0
l3198347,l3198347,1
m1108489,m1108489,1
m1108492,m1108489,0
l3226771,l3226771,1
l3189190,l3189190,1
l2991918,l2991918,1
l2954339,l2954339,1
l3048200,l3048200,1
l3160861,l3160861,1
n1142098,m1108483,0
m1047795,m1047793,0
m1047552,m1047552,1
l2804283,l2804283,1
l2916627,l2916627,1
l3029498,l3029498,1
m1047773,l2879068,0
l2973152,l2973152,1
l2822870,l2822870,1
m1166369,m1166369,1
l2839305,l2839305,1
l2710508,l2710508,1
m1026861,l3235254,0
m1026858,l3235254,0
l3082992,l3082992,1
m1010011,m1010011,1
l3214069,l3214069,1
m1026655,m1026655,1
n1141475,m1026655,0
l3197643,l3197643,1
m1026339,m1026339,1
m1108268,m1089097,0
m1069310,m1069311,0
m1047423,l2916234,0
m1047420,m1047420,1
m1069613,l2897791,0
m1026823,m1026820,0
l2879087,l2879087,1
d5806920-1_int,d5806920-1_int,1
m1027039,m1027039,1
l3552667,l3552667,1
m1026890,l2691973,0
l2954357,l2954357,1
m1069438,m1069438,1
l2785530,l2785530,1
l2822868,l2822868,1
n1139264,m1069469,0
p827523,l2691951,0
m1027087,m1027087,1
l2726983,l2726983,1
l2821087,l2821087,1
l2673310,l2673310,1
l2936212,l2936212,1
n1142106,m1108532,0
l2936213,l2936213,1
m1027011,l2673313,0
m1209795,m1209788,0
l2746587,l2746587,1
n1147858,l2746587,0
m1108378,m1108378,1
m1047809,m1047809,1
m1026805,m1026805,1
l3120502,l3120502,1
m1069526,m1069544,0
l2673331,l2673331,1
m1108490,m1108490,1
m1009805,m1009807,0
l3122816,l3122816,1
l3160103,l3160103,1
m1069503,m1069503,1
n1134469,m1027121,0
m1089200,m1089205,0
l3027670,l3027670,1
l2691941,l2691941,1
m1125960,l3214069,0
n1136367,m1069517,0
m1069515,m1069517,0
m1069131,l2710520,0
p827534,l2710520,0
m1069530,m1069544,0
m1069184,m1069189,0
l3159645,l3159645,1
m1069632,m1069632,1
p829957,m1209800,0
l3160863,l3160863,1
p829963,m1125914,0
m1010014,m1010014,1
n1137998,m1026886,0
l3048199,l3048199,1
l3067478,l3067478,1
m1125994,m1125994,1
m1047480,m1047480,1
m1069483,m1069483,1
l2841615,l2841615,1
l2673305,l2673305,1
m1047721,l3254230,0
m1026366,m1026366,1
l3104131,l3104131,1
l2973167,l2973167,1
m1027055,m1027043,0
n1134475,n1134475,1
l3067447,l3067447,1
m1108350,m1108350,1
l3139598,l3139598,1
n1140829,m1026705,0
l3085397,l3085397,1
n1139540,m1069169,0
l2748140,l2748140,1
l3141412,l3141412,1
m1069619,m1069607,0
m1047769,m1047769,1
l3197632,l3197632,1
l2785524,l2785524,1
p827495,m1026463,0
l2991921,l2991921,1
l2710510,l2710510,1
l3197628,l3197628,1
n1140831,m1026662,0
n1136358,m1069548,0
l3104119,l3104119,1
l2842329,l2842329,1
m1125961,m1125962,0
l2973791,l2973791,1
l3179650,l3179650,1
p860843,m1108315,0
m1026961,m1026960,0
l2710516,l2710516,1
l3160864,l3160864,1
m1047623,m1047623,1
l2748157,l2748157,1
l3048212,l3048212,1
l3122824,l3122824,1
l2879089,l2879089,1
l2937757,l2937757,1
l3067448,l3067448,1
193-46661,l2897554,0
m1069390,m1069390,1
l2897801,l2897801,1
m1108527,l2936213,0
m1009650,m1026655,0
e203026,m1026655,0
m1026779,l3178976,0
l2973169,l2973169,1
m1026953,m1026953,1
q14734,q14734,1
l3197631,l3197631,1
l2748127,l2748127,1
m1209814,l2801909,0
m1209811,m1209811,1
l2729408,l2729408,1
l3048228,l3048228,1
l2991940,l2991940,1
m1108395,m1108395,1
l2728247,l2728247,1
l2804271,m1069544,0
l2916234,l2916234,1
l2673316,l2673316,1
n1138607,m4113347,0
l3159448,l3159448,1
l3048890,l3048890,1
m1166402,l3048890,0
l3010563,l3010563,1
l2841623,l2841623,1
m1125940,m1125940,1
l2991908,l2991908,1
l3178973,l3178973,1
m1047826,l2710513,0
m1047767,m1047767,1
l2879068,l2879068,1
l3066819,l3066819,1
l3104853,l3104853,1
221-311359,l3139366,0
l3234149,l3234149,1
n1139537,m1047339,0
l2673346,l2673346,1
l3254210,l3254210,1
l2955005,l2955005,1
m1108372,m1108372,1
l2936268,l2936268,1
l2688692,l2688692,1
m1108286,l2688692,0
l2804247,l2804247,1
m1047744,l2804254,0
l3178971,l3178971,1
l3728040,l3728040,1
l3728041,l3728041,1
m1069509,m1069503,0
l2766738,l2766738,1
l3104128,l3104128,1
l2673315,l2673315,1
l3047289,l3047289,1
l2785516,l2785516,1
l3048963,l3048963,1
d5799561-2_int,d5799561-2_int,1
m1069199,l3263051,0
l2785525,l2785525,1
l3198356,l3198356,1
l3197641,l3197641,1
l2973161,l2973161,1
e183493,e183493,1
m1125902,m1125902,1
l3085402,l3085402,1
m1026394,l3085402,0
m1047768,m1047766,0
p827554,m1047766,0
l2991909,l2991909,1
m1026736,m1026699,0
m1026986,m1026979,0
m1026997,m1026997,1
m4118755,l3086078,0
m1026978,m1026960,0
m1026979,m1026979,1
l3082981,l3082981,1
l3235275,l3235275,1
m1026347,m1026347,1
l2915534,l2915534,1
l2710519,l2710519,1
m1026820,m1026820,1
l3141403,l3141403,1
l3197633,l3197633,1
m1069500,m1069500,1
m1069382,m1069382,1
n1147866,m1026701,0
l2710537,l2710537,1
m1026935,m1026940,0
m1108364,l2710509,0
l2897789,l2897789,1
m1026466,m1026463,0
l3160878,l3160878,1
l2917336,l2917336,1
m1026977,m1026960,0
p895082,m1108532,0
l3214112,l3214112,1
l3160104,l3160104,1
l2973144,l2973144,1
l2748152,l2748152,1
m1108387,m1108387,1
l2955055,l2955055,1
l2991907,l2991907,1
m1047812,m1047809,0
m4350438,m1047809,0
n1142103,l3142049,0
l3104830,l3104830,1
l3197626,l3197626,1
m1047483,m1047483,1
m4277837,m1069420,0
l3160102,l3160102,1
p827514,l3160102,0
l3160793,l3160793,1
n1147860,m1026834,0
l3177881,l3177881,1
d5835167-6_int,d5835167-6_int,1
q14414,q14414,1
l3048221,l3048221,1
l2748128,l2748128,1
l2913406,l2913406,1
m1069563,m1069563,1
n1136360,m1069563,0
m1166366,m1166366,1
196-29518,m1026926,0
l2805035,m1166361,0
m1026713,m1026713,1
l2991922,l2991922,1
l3104145,l3104145,1
m1027013,m1027013,1
l3649298,l3649298,1
m1047388,m1047388,1
l3048211,l3048211,1
l2766725,l2766725,1
l2673311,l2673311,1
l3008279,m1047623,0
l2785537,l2785537,1
p827498,m1089197,0
n1136032,m1089197,0
m1009834,m1009832,0
221-240991,l3066816,0
l3066817,l3066817,1
l2673319,l2673319,1
n1136993,m1047593,0
l3104121,l3104121,1
l3104113,l3104113,1
l3104856,l3104856,1
l2785518,l2785518,1
m1108393,l3214549,0
m1069494,l3104117,0
l2745806,l2745806,1
193-48013,l2915534,0
l3157710,l3157710,1
m1089176,m1089173,0
m1089179,m1089173,0
m1108257,m1108258,0
m1108340,m1108340,1
l2916605,l2916605,1
196-29521,m1069533,0
l2804245,l2804245,1
n1140527,m1026830,0
l3254915,l3254915,1
l3727708,l3727708,1
l3160105,l3160105,1
l3235251,l3235251,1
m1142798,l2767409,0
m1142801,l2767409,0
m1010016,m1010016,1
l3251807,l3251807,1
l2992657,l2992657,1
m1069597,m1069597,1
l3197653,l3197653,1
l2991929,l2991929,1
m3949154,m3949154,1
l2895449,l2895449,1
m1069463,m1069464,0
l3086074,l3086074,1
n1138595,m1069376,0
m3036167,m3036167,1
l3143999,l3143999,1
m1069451,m1089173,0
l3160115,l3160115,1
l2935567,l2935567,1
l3253570,l3253570,1
n1137989,m1047737,0
l3122814,l3122814,1
l2935556,l2935556,1
m1009651,m1026655,0
n1141474,m1026655,0
m1047737,m1047737,1
m1026387,m1026387,1
m1166361,m1166361,1
l2692661,l2692661,1
m1047522,m1047522,1
n1136664,m1047522,0
m1026320,m1026320,1
l2879079,l2879079,1
m1047649,m1047649,1
l3216361,l3216361,1
m1125913,m1125916,0
l3048209,l3048209,1
l2896685,l2896685,1
l2748135,l2748135,1
l2767409,l2767409,1
m1166400,m1166395,0
m1047435,m1047432,0
l2970841,m1047432,0
l3091052,l3091052,1
n1137960,m1047312,0
m1047309,m1047312,0
l3215340,l3215340,1
193-51796,l3214549,0
m1069607,m1069607,1
m1166398,m1166391,0
l3142050,l3142050,1
e184626,e184626,1
m1166377,e184626,0
l2989432,l2989432,1
l3066830,l3066830,1
m1209774,m1209774,1
m1026693,m1026693,1
l2991916,l2991916,1
m1069365,m4113347,0
l3235243,l3235243,1
p827502,m1047486,0
m1026970,m1026960,0
l3727712,l3727712,1
l3236011,l3236011,1
l3198358,l3198358,1
m1108316,m1108315,0
l2860486,l2860486,1
m1027000,m1026997,0
l2916608,l2916608,1
m1108514,m1108520,0
l2673300,l2673300,1
n1139255,m1069424,0
d6108141-1_int,d6108141-1_int,1
e206209,e206209,1
m1047521,m1047521,1
l3030126,l3030126,1
l3254870,l3254870,1
l2915542,l2915542,1
l3085401,l3085401,1
l3010557,l3010557,1
l3254213,l3254213,1
m1069738,m1069738,1
l2690941,l2690941,1
l2748839,l2748839,1
d5712486-1_int,d5712486-1_int,1
e206210,e206210,1
l2876812,l2876812,1
m1069497,n1134475,0
n1144664,m1047688,0
l3178972,l3178972,1
n1147864,m1026902,0
m3327097,m3327098,0
l3448661,l3448661,1
m1009828,m1009828,1
l2766715,l2766715,1
p827561,m1026709,0
m1026705,m1026705,1
p827573,m1026829,0
l2972930,l2972930,1
l2879067,l2879067,1
l3235252,l3235252,1
p827527,m1047568,0
l2785517,l2785517,1
221-559682,m3763624,0
l3082993,l3082993,1
m3016088,l3082993,0
l3122821,l3122821,1
d5867591-1_int,d5867591-1_int,1
l2730108,l2730108,1
m1008733,m1008733,1
m1026354,m1026357,0
m1026309,m1026309,1
l2804260,l2804260,1
l3085395,l3085395,1
m1026767,m1026767,1
l3141401,l3141401,1
l3104120,l3104120,1
m1026896,m1026896,1
p860847,m1026896,0
m1108344,m1108344,1
m1108353,m1108344,0
l2763811,l2763811,1
l3235256,l3235256,1
m3019248,m1009827,0
m3021569,m1009827,0
l3254230,l3254230,1
l2814529,l2814529,1
l2689727,m1027087,0
l2860484,l2860484,1
221-703009,l3254870,0
l3150961,l3150961,1
l2711225,l2711225,1
l3030200,l3030200,1
m1186063,m1186063,1
l2879054,l2879054,1
n1136661,m1047534,0
l2689691,l2689691,1
n1136353,m1069519,0
l2820535,l2820535,1
l2727795,l2727795,1
m1166368,m1166368,1
l3086098,l3086098,1
l3030197,m1142865,0
l2822867,l2822867,1
d6049822-1_int,d6049822-1_int,1
m1047323,l3104133,0
m1089174,m1089173,0
p827501,m1089173,0
l3104859,l3104859,1
l3101194,l3101194,1
l2862616,l2862616,1
m1069205,l2879073,0
e182746,m1069564,0
m1010015,m1010016,0
l3066813,l3066813,1
l2991910,l2991910,1
m1108331,m1108331,1
l2785531,l2785531,1
l3179646,l3179646,1
l3066818,l3066818,1
l2954345,l2954345,1
l2804255,l2804255,1
m1108356,m1108356,1
l2842390,l2842390,1
p829975,m1149235,0
l3160871,l3160871,1
m1047338,m1047326,0
l2691953,l2691953,1
l2767408,l2767408,1
l3728037,l3728037,1
p895113,m1142863,0
m1166396,m1166395,0
m1166399,m1166395,0
m1108507,m1108499,0
l3108449,l3108449,1
l3160109,l3160109,1
p901936,m1125952,0
m1108267,m1089097,0
n1145956,m1026347,0
l2729412,l2729412,1
l3160107,l3160107,1
l2897766,l2897766,1
m1026798,l3010585,0
l2952014,l2952014,1
l2748125,l2748125,1
l2673303,l2673303,1
l2879753,l2879753,1
l2914324,l2914324,1
l2876847,m1026726,0
m1047787,l2710514,0
l2691942,l2691942,1
m1026393,m1026393,1
n1140821,m1026700,0
l3189188,l3189188,1
n1136365,l2766738,0
m1069517,m1069517,1
l3254228,l3254228,1
n1137956,m1069481,0
m1142814,m1142815,0
l3217053,l3217053,1
m1026357,m1026357,1
l3178997,l3178997,1
m1125903,m1125904,0
m1069488,m1069488,1
l2764412,l2764412,1
n1136030,m1047763,0
l2785513,l2785513,1
m1209782,m1209782,1
l3217056,l3217056,1
m1009827,m1009827,1
m1069201,l2785524,0
m1047406,m1047406,1
l2691947,l2691947,1
m1047766,m1047766,1
l3216344,l3216344,1
p830058,m1166366,0
m1089199,m1108526,0
m1089197,m1089197,1
n1140526,m3763624,0
m3763620,m3763624,0
l2729207,l2729207,1
228-961799-3_int,l2729207,0
m1108335,m1108331,0
m1027036,m1027036,1
l3010580,l3010580,1
m1010003,m1010004,0
p901933,m1069564,0
l3141394,l3141394,1
m1069465,m1069469,0
l3104154,l3104154,1
l3104155,l3104155,1
d6047588-1_int,d6047588-1_int,1
f739844,f739844,1
l3104130,l3104130,1
l2841625,l2841625,1
l3010566,l3010566,1
m1027038,m1027038,1
l2935568,l2935568,1
m1047293,l2763153,0
p901905,m1027013,0
l2897777,l2897777,1
l2860488,l2860488,1
l3122811,l3122811,1
l2897774,l2897774,1
l3254211,l3254211,1
m1069513,l2766738,0
l2691938,l2691938,1
l2804256,l2804256,1
m1047688,m1047688,1
l2822863,l2822863,1
m1069505,m1069503,0
m1047311,m1047314,0
l2748158,l2748158,1
l3254234,l3254234,1
p903360,m1047432,0
l3214064,m1047722,0
n1140523,m1026783,0
l2766724,l2766724,1
m1069554,m1069557,0
m1108526,m1108526,1
n1139251,m4113348,0
l3011229,l3011229,1
m1166362,m1166361,0
l3197639,l3197639,1
l3085391,l3085391,1
l2691952,l2691952,1
l2897781,l2897781,1
d6049825-1_int,d6049825-1_int,1
e182748,e182748,1
l2691950,l2691950,1
l2916609,l2916609,1
m1069498,n1134475,0
m1069499,n1134475,0
l3104132,l3104132,1
l2805034,l2805034,1
l2822866,l2822866,1
p827563,m1069376,0
l3160100,l3160100,1
l3085390,l3085390,1
l2954361,l2954361,1
e182744,e182744,1
l2801895,l2801895,1
l2691973,l2691973,1
m1047671,m1047672,0
m1026984,m1026979,0
m1209751,m1209753,0
p827505,m1047483,0
l3066829,l3066829,1
l2879063,l2879063,1
n1140528,m3768670,0
l3649297,l3649297,1
n1140817,m1026744,0
n1136029,m1047763,0
n1136028,l3784018,0
n1139258,m1069437,0
m1142875,m1142874,0
m1026895,m1026886,0
l2820528,l2820528,1
n1138608,m1069312,0
l3048230,l3048230,1
n1139260,l2876798,0
l2925506,l2925506,1
l2729434,l2729434,1
m1069549,m1069549,1
l2970811,l2970811,1
n1137988,m1047737,0
p829798,m1108490,0
l2841621,l2841621,1
n1137986,l2841621,0
n1141479,m1142860,0
l3198348,l3198348,1
l2876813,l2876813,1
l3104118,l3104118,1
l2748126,l2748126,1
m1166394,m1166391,0
l0247171,l0247171,1
l3179607,l3179607,1
l2861197,l2861197,1
l3160896,l3160896,1
l3067506,l3067506,1
l3029497,l3029497,1
l3047073,l3047073,1
221-559681,m3763624,0
l3104133,l3104133,1
l3122819,l3122819,1
l3048889,l3048889,1
m1027068,m1027068,1
l3235268,l3235268,1
l3008232,l3008232,1
m1149249,l3048888,0
m1142808,m1142815,0
m1027100,m1027100,1
l3140238,l3140238,1
l3235257,m1026851,0
l3010564,l3010564,1
l2691946,l2691946,1
l3139103,l3139103,1
m1026732,m1026732,1
e182723,e182723,1
l3119793,l3119793,1
m1047371,l3119793,0
m1026807,m1026808,0
n1140521,m1026808,0
l3066807,l3066807,1
n1138606,m4113347,0
m1069335,m4113347,0
n1142102,m1108489,0
l2804956,l2804956,1
m1047777,m1047777,1
l3254212,l3254212,1
l2820533,l2820533,1
l2879055,l2879055,1
m1047434,m1047432,0
m1026665,l2954355,0
l3232933,l2954355,0
l3104115,l3104115,1
l3086075,l3086075,1
m1108484,m1108484,1
l2822857,l2822857,1
l3104126,l3104126,1
p827542,m1026485,0
m1209807,m1209811,0
m1209805,m1209811,0
l2989565,l2989565,1
e182733,m1009763,0
l2806553,l2806553,1
l3122813,l3122813,1
l2729411,l2729411,1
l2935555,l2935555,1
m3037453,m3037453,1
l3215203,l3215203,1
m1026812,m3037453,0
l3122847,l3122847,1
n1138594,m1026695,0
m1026679,m1026695,0
l3141396,l3141396,1
l3066808,l3066808,1
m3036170,m3036170,1
n1136362,m1069563,0
m1026773,m1026773,1
l3195751,l3195751,1
m1026660,m1026660,1
l3085410,l3085410,1
m1026670,m3036170,0
l3178982,l3178982,1
m1125988,m1125988,1
l3197636,l3197636,1
m1089132,m1089132,1
l2876798,l2876798,1
n1136660,m1047534,0
l3104136,l3104136,1
l3048888,l3048888,1
d5587291-3_int,d5587291-3_int,1
190-8581,190-8581,1
l3197644,l3197644,1
m1009843,m1009843,1
l3251806,l3251806,1
m1069516,l2766738,0
l3251830,l2879075,0
l2804249,l2804249,1
l2935557,l2935557,1
m1069250,l3047073,0
l2690868,l2690868,1
l3030204,l3030204,1
l3179637,l3179637,1
m1108262,m1089097,0
m1108261,m1089097,0
d5513564-1_int,d5513564-1_int,1
e192201,e192201,1
r20185,l2823592,0
l3181545,l3181545,1
n1138603,l3181545,0
l3178976,l3178976,1
l3065665,l3065665,1
l2785514,l2785514,1
l2710536,l2710536,1
l2936216,l2936216,1
m1026969,m1026969,1
l3048231,l3048231,1
m1069328,l3232301,0
d6198039-1_int,d6198039-1_int,1
e206217,e206217,1
l2879071,l2879071,1
l3029504,l3029504,1
m1026796,l3254217,0
p827553,l2710513,0
l2804251,l2804251,1
m1069133,m1069130,0
l2764399,l2764399,1
p895117,m1069533,0
l2842383,l2842383,1
l2745811,l2745811,1
l2804252,l2804252,1
l3066815,l3066815,1
p895075,m1108526,0
l2710544,l2710544,1
n1140519,m1047507,0
l3160117,l3160117,1
l3029510,l3029510,1
e182731,e182731,1
n1136658,m1047568,0
l2730149,l2730149,1
l2860500,l2860500,1
l3216347,l3216347,1
l2767341,l2767341,1
e206211,e206211,1
n1134480,e206211,0
l3030203,l3030203,1
l2879773,l2879773,1
l2804282,l2804282,1
n1137005,l2895449,0
m1047574,m1047574,1
l3225319,l3225319,1
l3048201,l3048201,1
m1126025,m1126020,0
l2823545,l2823545,1
l3160108,l3160108,1
n1134478,m1069503,0
l3029055,l3029055,1
m1047577,l3103822,0
m1209797,m1209800,0
l3645811,l3645811,1
l3254229,l3254229,1
l2710521,l2710521,1
m1009807,m1009807,1
n1136672,m1047580,0
l3253995,l3253995,1
l2841638,l2841638,1
l2860492,l2860492,1
l2691959,l2691959,1
l2973159,l2973159,1
l2822859,l2822859,1
l2973158,l2973158,1
l2674052,l2674052,1
m1125990,m1125987,0
n1136366,m1069517,0
l2916620,l2916620,1
m1026472,m1026468,0
m1026939,m1026940,0
l3104124,l3104124,1
l3233412,l3233412,1
l3235266,l3235266,1
l3235267,l3235267,1
l3235248,l3235248,1
l3217064,l3217064,1
l3200222,l3217064,0
l3729297,l3729297,1
l3197625,l3197625,1
l2917333,l2917333,1
n1140516,m1089173,0
m1209748,m1209753,0
l3142099,l3142099,1
l2898457,l2898457,1
m1166376,e184626,0
l2842384,l2842384,1
l2763407,l2763407,1
d6023352-1_int,d6023352-1_int,1
m1047750,l2804254,0
l2708293,l2804254,0
l3176656,l3176656,1
m1047548,m1047548,1
m1089185,l2896685,0
l2748781,l2748781,1
m1026695,m1026695,1
n1140818,m1026695,0
l2860501,l2860501,1
m1209800,m1209800,1
l2839332,m1209800,0
l2954353,l2954353,1
l2726974,l2726974,1
l2785527,l2785527,1
l2766729,l2766729,1
m1069376,m1069376,1
m1027005,l2804248,0
l3176660,l3176660,1
m1125943,l3254870,0
m1026874,m1026880,0
m1125969,m1125969,1
l2673343,l2673343,1
l2764436,l2673343,0
d5565090-1_int,d5565090-1_int,1
l3029495,l3029495,1
n1134479,m1069503,0
l2823592,l2823592,1
l2933164,l2688692,0
l2992624,l2992624,1
l3232301,l3232301,1
m1010017,m1010017,1
l2858175,l2858175,1
m1009820,l2766742,0
l3045895,l3045895,1
l2841618,l2841618,1
m1209817,e192860,0
l2785547,l2785547,1
221-311595,m4113348,0
f739841,f739841,1
l0247160,l0247160,1
l3122823,l3122823,1
l3048966,l3048966,1
m1142810,m1142815,0
m1027109,m1027109,1
l3101788,l3101788,1
p903490,m1125962,0
l2916603,l2916603,1
l3160106,l3160106,1
d5563942-4_int,d5563942-4_int,1
q16483,q16483,1
m1069514,m1069514,1
p850083,l2896685,0
l3178988,l3178988,1
l3010568,l3010568,1
m1026356,m1026357,0
l2989600,m1166361,0
m1026487,m1026486,0
m1069348,m4113347,0
l2804248,l2804248,1
l2729413,l2729413,1
l2673314,l2673314,1
l2785528,l2785528,1
l2897773,l2897773,1
l3010567,l3010567,1
l2991917,l2991917,1
l2766730,l2766730,1
m1166407,m1166407,1
m1008753,m1008753,1
m1047419,m1047420,0
m1089207,m1089203,0
m1047572,m1047548,0
m1108329,l3045895,0
n1138599,m1069376,0
l3217057,l3217057,1
193-103041,l3645811,0
l2785515,l2785515,1
m1069206,l2954350,0
l2729424,l2729424,1
l2917359,l2917359,1
m3037538,m3037538,1
l3027133,l3027133,1
l3197627,l3197627,1
m1069187,m1069187,1
l2748129,l2748129,1
d6290228-6_int,d6290228-6_int,1
q16642,q16642,1
n1136657,m1069514,0
l3027671,l3027671,1
m1108423,l3027671,0
n1136665,m1047521,0
l2710532,l2710532,1
l2785526,l2785526,1
l2857591,l2857591,1
l2841630,l2841630,1
l3312692,l3312692,1
m1069495,n1134475,0
l3179678,l3179678,1
m1149225,l3082988,0
r42246,q16642,0
l3632979,l3632979,1
