equipment_class,equipment_id,terminal,original_bus,reduced_bus
transformer,t5323400b,from,l2691943,l2691943
transformer,t5323400b,to,x2691943b,x2691943b
transformer,t5323400b,from,l2691943,l2691943
transformer,t5323400b,to,x2691943b,x2691943b
transformer,t21397029a,from,l2673311,l2673311
transformer,t21397029a,to,x2673311a,x2673311a
transformer,t21397029a,from,l2673311,l2673311
transformer,t21397029a,to,x2673311a,x2673311a
transformer,t5356791c,from,l2767343,l2767343
transformer,t5356791c,to,x2767343c,x2767343c
transformer,t5356791c,from,l2767343,l2767343
transformer,t5356791c,to,x2767343c,x2767343c
transformer,t5337646b,from,l2879063,l2879063
transformer,t5337646b,to,x2879063b,x2879063b
transformer,t5337646b,from,l2879063,l2879063
transformer,t5337646b,to,x2879063b,x2879063b
transformer,t5138716c,from,l3254219,l3254219
transformer,t5138716c,to,x3254219c,x3254219c
transformer,t5138716c,from,l3254219,l3254219
transformer,t5138716c,to,x3254219c,x3254219c
transformer,t5339004b,from,l3197653,l3197653
transformer,t5339004b,to,x3197653b,x3197653b
transformer,t5339004b,from,l3197653,l3197653
transformer,t5339004b,to,x3197653b,x3197653b
transformer,t5355602b,from,l3251806,l3251806
transformer,t5355602b,to,x3251806b,x3251806b
transformer,t5355602b,from,l3251806,l3251806
transformer,t5355602b,to,x3251806b,x3251806b
transformer,t5337653b,from,l2673308,l2673308
transformer,t5337653b,to,x2673308b,x2673308b
transformer,t5337653b,from,l2673308,l2673308
transformer,t5337653b,to,x2673308b,x2673308b
transformer,t5323233b,from,l3254203,l3254203
transformer,t5323233b,to,x3254203b,x3254203b
transformer,t5323233b,from,l3254203,l3254203
transformer,t5323233b,to,x3254203b,x3254203b
transformer,t28120126a,from,l2814529,l2814529
transformer,t28120126a,to,x2814529a,x2814529a
transformer,t28120126a,from,l2814529,l2814529
transformer,t28120126a,to,x2814529a,x2814529a
transformer,t28120126b,from,l2814529,l2814529
transformer,t28120126b,to,x2814529b,x2814529b
transformer,t28120126b,from,l2814529,l2814529
transformer,t28120126b,to,x2814529b,x2814529b
transformer,t28120126c,from,l2814529,l2814529
transformer,t28120126c,to,x2814529c,x2814529c
transformer,t28120126c,from,l2814529,l2814529
transformer,t28120126c,to,x2814529c,x2814529c
transformer,t5223658a,from,l2823592,l2823592
transformer,t5223658a,to,x2823592a,x2823592a
transformer,t5223658a,from,l2823592,l2823592
transformer,t5223658a,to,x2823592a,x2823592a
transformer,t5138652c,from,l2766718,l2766718
transformer,t5138652c,to,x2766718c,x2766718c
transformer,t5138652c,from,l2766718,l2766718
transformer,t5138652c,to,x2766718c,x2766718c
transformer,t227678342c,from,l2727795,l2727795
transformer,t227678342c,to,x2727795c,x2727795c
transformer,t227678342c,from,l2727795,l2727795
transformer,t227678342c,to,x2727795c,x2727795c
transformer,t21249647b,from,l2955055,l2955055
transformer,t21249647b,to,x2955055b,x2955055b
transformer,t21249647b,from,l2955055,l2955055
transformer,t21249647b,to,x2955055b,x2955055b
transformer,t5337700b,from,l2766722,l2766722
transformer,t5337700b,to,x2766722b,x2766722b
transformer,t5337700b,from,l2766722,l2766722
transformer,t5337700b,to,x2766722b,x2766722b
transformer,t5356790c,from,l2804957,l2804957
transformer,t5356790c,to,x2804957c,x2804957c
transformer,t5356790c,from,l2804957,l2804957
transformer,t5356790c,to,x2804957c,x2804957c
transformer,t5302392a,from,l3010570,l3010570
transformer,t5302392a,to,x3010570a,x3010570a
transformer,t5302392a,from,l3010570,l3010570
transformer,t5302392a,to,x3010570a,x3010570a
transformer,t2224237391a,from,l3649299,l3649299
transformer,t2224237391a,to,x3649299a,x3649299a
transformer,t2224237391a,from,l3649299,l3649299
transformer,t2224237391a,to,x3649299a,x3649299a
transformer,t5138470c,from,l2766717,l2766717
transformer,t5138470c,to,x2766717c,x2766717c
transformer,t5138470c,from,l2766717,l2766717
transformer,t5138470c,to,x2766717c,x2766717c
transformer,t5260581c,from,l3254870,l3254870
transformer,t5260581c,to,x3254870c,x3254870c
transformer,t5260581c,from,l3254870,l3254870
transformer,t5260581c,to,x3254870c,x3254870c
transformer,t226191951b,from,l2801895,l2801895
transformer,t226191951b,to,x2801895b,x2801895b
transformer,t226191951b,from,l2801895,l2801895
transformer,t226191951b,to,x2801895b,x2801895b
transformer,t5392037b,from,l2673320,l2673320
transformer,t5392037b,to,x2673320b,x2673320b
transformer,t5392037b,from,l2673320,l2673320
transformer,t5392037b,to,x2673320b,x2673320b
transformer,t5138797b,from,l3198358,l3198358
transformer,t5138797b,to,x3198358b,x3198358b
transformer,t5138797b,from,l3198358,l3198358
transformer,t5138797b,to,x3198358b,x3198358b
transformer,t5251857c,from,l3064514,l3064514
transformer,t5251857c,to,x3064514c,x3064514c
transformer,t5251857c,from,l3064514,l3064514
transformer,t5251857c,to,x3064514c,x3064514c
transformer,t5293644a,from,l2729429,l2729429
transformer,t5293644a,to,x2729429a,x2729429a
transformer,t5293644a,from,l2729429,l2729429
transformer,t5293644a,to,x2729429a,x2729429a
transformer,t21396606c,from,l2785525,l2785525
transformer,t21396606c,to,x2785525c,x2785525c
transformer,t21396606c,from,l2785525,l2785525
transformer,t21396606c,to,x2785525c,x2785525c
transformer,t21395720c,from,l2860492,l2860492
transformer,t21395720c,to,x2860492c,x2860492c
transformer,t21395720c,from,l2860492,l2860492
transformer,t21395720c,to,x2860492c,x2860492c
transformer,t5338897a,from,l2973154,l2973154
transformer,t5338897a,to,x2973154a,x2973154a
transformer,t5338897a,from,l2973154,l2973154
transformer,t5338897a,to,x2973154a,x2973154a
transformer,t5355935a,from,l2691973,l2691973
transformer,t5355935a,to,x2691973a,x2691973a
transformer,t5355935a,from,l2691973,l2691973
transformer,t5355935a,to,x2691973a,x2691973a
transformer,t5274988c,from,l3085394,l3085394
transformer,t5274988c,to,x3085394c,x3085394c
transformer,t5274988c,from,l3085394,l3085394
transformer,t5274988c,to,x3085394c,x3085394c
transformer,t5323282b,from,l2897791,l2897791
transformer,t5323282b,to,x2897791b,x2897791b
transformer,t5323282b,from,l2897791,l2897791
transformer,t5323282b,to,x2897791b,x2897791b
transformer,t226109079a,from,l2726983,l2726983
transformer,t226109079a,to,x2726983a,x2726983a
transformer,t226109079a,from,l2726983,l2726983
transformer,t226109079a,to,x2726983a,x2726983a
transformer,t5207287b,from,l2711234,l2711234
transformer,t5207287b,to,x2711234b,x2711234b
transformer,t5207287b,from,l2711234,l2711234
transformer,t5207287b,to,x2711234b,x2711234b
transformer,t5302510c,from,l3178980,l3178980
transformer,t5302510c,to,x3178980c,x3178980c
transformer,t5302510c,from,l3178980,l3178980
transformer,t5302510c,to,x3178980c,x3178980c
transformer,t2224387053a,from,l3728039,l3728039
transformer,t2224387053a,to,x3728039a,x3728039a
transformer,t2224387053a,from,l3728039,l3728039
transformer,t2224387053a,to,x3728039a,x3728039a
transformer,t5260631a,from,l2786266,l2786266
transformer,t5260631a,to,x2786266a,x2786266a
transformer,t5260631a,from,l2786266,l2786266
transformer,t5260631a,to,x2786266a,x2786266a
transformer,t5355618b,from,l2954338,l2954338
transformer,t5355618b,to,x2954338b,x2954338b
transformer,t5355618b,from,l2954338,l2954338
transformer,t5355618b,to,x2954338b,x2954338b
transformer,t5260575b,from,l3254869,l3254869
transformer,t5260575b,to,x3254869b,x3254869b
transformer,t5260575b,from,l3254869,l3254869
transformer,t5260575b,to,x3254869b,x3254869b
transformer,t5350993c,from,l3198356,l3198356
transformer,t5350993c,to,x3198356c,x3198356c
transformer,t5350993c,from,l3198356,l3198356
transformer,t5350993c,to,x3198356c,x3198356c
transformer,t5260481c,from,l2730163,l2730163
transformer,t5260481c,to,x2730163c,x2730163c
transformer,t5260481c,from,l2730163,l2730163
transformer,t5260481c,to,x2730163c,x2730163c
transformer,t5260641b,from,l3048965,l3048965
transformer,t5260641b,to,x3048965b,x3048965b
transformer,t5260641b,from,l3048965,l3048965
transformer,t5260641b,to,x3048965b,x3048965b
transformer,t5337650a,from,l3010561,l3010561
transformer,t5337650a,to,x3010561a,x3010561a
transformer,t5337650a,from,l3010561,l3010561
transformer,t5337650a,to,x3010561a,x3010561a
transformer,t5355780b,from,l3160102,l3160102
transformer,t5355780b,to,x3160102b,x3160102b
transformer,t5355780b,from,l3160102,l3160102
transformer,t5355780b,to,x3160102b,x3160102b
transformer,t5275002c,from,l3066806,l3066806
transformer,t5275002c,to,x3066806c,x3066806c
transformer,t5275002c,from,l3066806,l3066806
transformer,t5275002c,to,x3066806c,x3066806c
transformer,t21452406b,from,l3216361,l3216361
transformer,t21452406b,to,x3216361b,x3216361b
transformer,t21452406b,from,l3216361,l3216361
transformer,t21452406b,to,x3216361b,x3216361b
transformer,t21399326c,from,l2879092,l2879092
transformer,t21399326c,to,x2879092c,x2879092c
transformer,t21399326c,from,l2879092,l2879092
transformer,t21399326c,to,x2879092c,x2879092c
transformer,t5338964c,from,l3104117,l3104117
transformer,t5338964c,to,x3104117c,x3104117c
transformer,t5338964c,from,l3104117,l3104117
transformer,t5338964c,to,x3104117c,x3104117c
transformer,t28119958b,from,l2935568,l2935568
transformer,t28119958b,to,x2935568b,x2935568b
transformer,t28119958b,from,l2935568,l2935568
transformer,t28119958b,to,x2935568b,x2935568b
transformer,t21381118b,from,l2710530,l2710530
transformer,t21381118b,to,x2710530b,x2710530b
transformer,t21381118b,from,l2710530,l2710530
transformer,t21381118b,to,x2710530b,x2710530b
transformer,t5337673a,from,l2841618,l2841618
transformer,t5337673a,to,x2841618a,x2841618a
transformer,t5337673a,from,l2841618,l2841618
transformer,t5337673a,to,x2841618a,x2841618a
transformer,t2224387138a,from,l3728043,l3728043
transformer,t2224387138a,to,x3728043a,x3728043a
transformer,t2224387138a,from,l3728043,l3728043
transformer,t2224387138a,to,x3728043a,x3728043a
transformer,t5323243b,from,l2897765,l2897765
transformer,t5323243b,to,x2897765b,x2897765b
transformer,t5323243b,from,l2897765,l2897765
transformer,t5323243b,to,x2897765b,x2897765b
transformer,t5138564a,from,l2804283,l2804283
transformer,t5138564a,to,x2804283a,x2804283a
transformer,t5138564a,from,l2804283,l2804283
transformer,t5138564a,to,x2804283a,x2804283a
transformer,t223400157c,from,l3150961,l3150961
transformer,t223400157c,to,x3150961c,x3150961c
transformer,t223400157c,from,l3150961,l3150961
transformer,t223400157c,to,x3150961c,x3150961c
transformer,t227989724b,from,l2859391,l2859391
transformer,t227989724b,to,x2859391b,x2859391b
transformer,t227989724b,from,l2859391,l2859391
transformer,t227989724b,to,x2859391b,x2859391b
transformer,t5355592b,from,l3254206,l3254206
transformer,t5355592b,to,x3254206b,x3254206b
transformer,t5355592b,from,l3254206,l3254206
transformer,t5355592b,to,x3254206b,x3254206b
transformer,t5138565a,from,l3104122,l3104122
transformer,t5138565a,to,x3104122a,x3104122a
transformer,t5138565a,from,l3104122,l3104122
transformer,t5138565a,to,x3104122a,x3104122a
transformer,t5138720a,from,l3254218,l3254218
transformer,t5138720a,to,x3254218a,x3254218a
transformer,t5138720a,from,l3254218,l3254218
transformer,t5138720a,to,x3254218a,x3254218a
transformer,t5338913b,from,l2804255,l2804255
transformer,t5338913b,to,x2804255b,x2804255b
transformer,t5338913b,from,l2804255,l2804255
transformer,t5338913b,to,x2804255b,x2804255b
transformer,t21470326a,from,l2766748,l2766748
transformer,t21470326a,to,x2766748a,x2766748a
transformer,t21470326a,from,l2766748,l2766748
transformer,t21470326a,to,x2766748a,x2766748a
transformer,t5355600b,from,l2691938,l2691938
transformer,t5355600b,to,x2691938b,x2691938b
transformer,t5355600b,from,l2691938,l2691938
transformer,t5355600b,to,x2691938b,x2691938b
transformer,t226308728a,from,l3027671,l3027671
transformer,t226308728a,to,x3027671a,x3027671a
transformer,t226308728a,from,l3027671,l3027671
transformer,t226308728a,to,x3027671a,x3027671a
transformer,t5323265b,from,l2860501,l2860501
transformer,t5323265b,to,x2860501b,x2860501b
transformer,t5323265b,from,l2860501,l2860501
transformer,t5323265b,to,x2860501b,x2860501b
transformer,t5391750b,from,l2897764,l2897764
transformer,t5391750b,to,x2897764b,x2897764b
transformer,t5391750b,from,l2897764,l2897764
transformer,t5391750b,to,x2897764b,x2897764b
transformer,t5260494b,from,l3068944,l3068944
transformer,t5260494b,to,x3068944b,x3068944b
transformer,t5260494b,from,l3068944,l3068944
transformer,t5260494b,to,x3068944b,x3068944b
transformer,t5138770a,from,l2897781,l2897781
transformer,t5138770a,to,x2897781a,x2897781a
transformer,t5138770a,from,l2897781,l2897781
transformer,t5138770a,to,x2897781a,x2897781a
transformer,t5302637a,from,l2748132,l2748132
transformer,t5302637a,to,x2748132a,x2748132a
transformer,t5302637a,from,l2748132,l2748132
transformer,t5302637a,to,x2748132a,x2748132a
transformer,t5302367b,from,l2766727,l2766727
transformer,t5302367b,to,x2766727b,x2766727b
transformer,t5302367b,from,l2766727,l2766727
transformer,t5302367b,to,x2766727b,x2766727b
transformer,t5391739b,from,l2954339,l2954339
transformer,t5391739b,to,x2954339b,x2954339b
transformer,t5391739b,from,l2954339,l2954339
transformer,t5391739b,to,x2954339b,x2954339b
transformer,t28120855a,from,l2673316,l2673316
transformer,t28120855a,to,x2673316a,x2673316a
transformer,t28120855a,from,l2673316,l2673316
transformer,t28120855a,to,x2673316a,x2673316a
transformer,t2224237713a,from,l3649304,l3649304
transformer,t2224237713a,to,x3649304a,x3649304a
transformer,t2224237713a,from,l3649304,l3649304
transformer,t2224237713a,to,x3649304a,x3649304a
transformer,t5323241b,from,l2710508,l2710508
transformer,t5323241b,to,x2710508b,x2710508b
transformer,t5323241b,from,l2710508,l2710508
transformer,t5323241b,to,x2710508b,x2710508b
transformer,t5138679a,from,l2710520,l2710520
transformer,t5138679a,to,x2710520a,x2710520a
transformer,t5138679a,from,l2710520,l2710520
transformer,t5138679a,to,x2710520a,x2710520a
transformer,t5302813c,from,l3010567,l3010567
transformer,t5302813c,to,x3010567c,x3010567c
transformer,t5302813c,from,l3010567,l3010567
transformer,t5302813c,to,x3010567c,x3010567c
transformer,t226193745b,from,l2876798,l2876798
transformer,t226193745b,to,x2876798b,x2876798b
transformer,t226193745b,from,l2876798,l2876798
transformer,t226193745b,to,x2876798b,x2876798b
transformer,t228314460c,from,l3253570,l3253570
transformer,t228314460c,to,x3253570c,x3253570c
transformer,t228314460c,from,l3253570,l3253570
transformer,t228314460c,to,x3253570c,x3253570c
transformer,t5391977a,from,l3216350,l3216350
transformer,t5391977a,to,x3216350a,x3216350a
transformer,t5391977a,from,l3216350,l3216350
transformer,t5391977a,to,x3216350a,x3216350a
transformer,t5321854b,from,l2804257,l2804257
transformer,t5321854b,to,x2804257b,x2804257b
transformer,t5321854b,from,l2804257,l2804257
transformer,t5321854b,to,x2804257b,x2804257b
transformer,t5356789c,from,l3048937,l3048937
transformer,t5356789c,to,x3048937c,x3048937c
transformer,t5356789c,from,l3048937,l3048937
transformer,t5356789c,to,x3048937c,x3048937c
transformer,t5338973a,from,l2748157,l2748157
transformer,t5338973a,to,x2748157a,x2748157a
transformer,t5338973a,from,l2748157,l2748157
transformer,t5338973a,to,x2748157a,x2748157a
transformer,t226193838c,from,l3008237,l3008237
transformer,t226193838c,to,x3008237c,x3008237c
transformer,t226193838c,from,l3008237,l3008237
transformer,t226193838c,to,x3008237c,x3008237c
transformer,t5293652a,from,l3235258,l3235258
transformer,t5293652a,to,x3235258a,x3235258a
transformer,t5293652a,from,l3235258,l3235258
transformer,t5293652a,to,x3235258a,x3235258a
transformer,t5293652b,from,l3235258,l3235258
transformer,t5293652b,to,x3235258b,x3235258b
transformer,t5293652b,from,l3235258,l3235258
transformer,t5293652b,to,x3235258b,x3235258b
transformer,t5293652c,from,l3235258,l3235258
transformer,t5293652c,to,x3235258c,x3235258c
transformer,t5293652c,from,l3235258,l3235258
transformer,t5293652c,to,x3235258c,x3235258c
transformer,t5338978c,from,l2766738,l2766738
transformer,t5338978c,to,x2766738c,x2766738c
transformer,t5338978c,from,l2766738,l2766738
transformer,t5338978c,to,x2766738c,x2766738c
transformer,t5337703b,from,l2691948,l2691948
transformer,t5337703b,to,x2691948b,x2691948b
transformer,t5337703b,from,l2691948,l2691948
transformer,t5337703b,to,x2691948b,x2691948b
transformer,t21393570c,from,l2674052,l2674052
transformer,t21393570c,to,x2674052c,x2674052c
transformer,t21393570c,from,l2674052,l2674052
transformer,t21393570c,to,x2674052c,x2674052c
transformer,t0107693b,from,l3160868,l3160868
transformer,t0107693b,to,x3160868b,x3160868b
transformer,t0107693b,from,l3160868,l3160868
transformer,t0107693b,to,x3160868b,x3160868b
transformer,t28128464c,from,l3048889,l3048889
transformer,t28128464c,to,x3048889c,x3048889c
transformer,t28128464c,from,l3048889,l3048889
transformer,t28128464c,to,x3048889c,x3048889c
transformer,t5260572c,from,l3236004,l3236004
transformer,t5260572c,to,x3236004c,x3236004c
transformer,t5260572c,from,l3236004,l3236004
transformer,t5260572c,to,x3236004c,x3236004c
transformer,t5293519b,from,l3235255,l3235255
transformer,t5293519b,to,x3235255b,x3235255b
transformer,t5293519b,from,l3235255,l3235255
transformer,t5293519b,to,x3235255b,x3235255b
transformer,t21386157a,from,l3067447,l3067447
transformer,t21386157a,to,x3067447a,x3067447a
transformer,t21386157a,from,l3067447,l3067447
transformer,t21386157a,to,x3067447a,x3067447a
transformer,t226163575b,from,l2989432,l2989432
transformer,t226163575b,to,x2989432b,x2989432b
transformer,t226163575b,from,l2989432,l2989432
transformer,t226163575b,to,x2989432b,x2989432b
transformer,t5302514a,from,l2973164,l2973164
transformer,t5302514a,to,x2973164a,x2973164a
transformer,t5302514a,from,l2973164,l2973164
transformer,t5302514a,to,x2973164a,x2973164a
transformer,t5138343c,from,l3010565,l3010565
transformer,t5138343c,to,x3010565c,x3010565c
transformer,t5138343c,from,l3010565,l3010565
transformer,t5138343c,to,x3010565c,x3010565c
transformer,t226192762b,from,l2689678,l2689678
transformer,t226192762b,to,x2689678b,x2689678b
transformer,t226192762b,from,l2689678,l2689678
transformer,t226192762b,to,x2689678b,x2689678b
transformer,t5157717b,from,l2748840,l2748840
transformer,t5157717b,to,x2748840b,x2748840b
transformer,t5157717b,from,l2748840,l2748840
transformer,t5157717b,to,x2748840b,x2748840b
transformer,t5260602b,from,l2989566,l2989566
transformer,t5260602b,to,x2989566b,x2989566b
transformer,t5260602b,from,l2989566,l2989566
transformer,t5260602b,to,x2989566b,x2989566b
transformer,t5138416c,from,l3141388,l3141388
transformer,t5138416c,to,x3141388c,x3141388c
transformer,t5138416c,from,l3141388,l3141388
transformer,t5138416c,to,x3141388c,x3141388c
transformer,t21397771a,from,l2673317,l2673317
transformer,t21397771a,to,x2673317a,x2673317a
transformer,t21397771a,from,l2673317,l2673317
transformer,t21397771a,to,x2673317a,x2673317a
transformer,t21399171c,from,l2822870,l2822870
transformer,t21399171c,to,x2822870c,x2822870c
transformer,t21399171c,from,l2822870,l2822870
transformer,t21399171c,to,x2822870c,x2822870c
transformer,t226191779c,from,l2745799,l2745799
transformer,t226191779c,to,x2745799c,x2745799c
transformer,t226191779c,from,l2745799,l2745799
transformer,t226191779c,to,x2745799c,x2745799c
transformer,t5207291c,from,l2786274,l2786274
transformer,t5207291c,to,x2786274c,x2786274c
transformer,t5207291c,from,l2786274,l2786274
transformer,t5207291c,to,x2786274c,x2786274c
transformer,t5302679a,from,l2897772,l2897772
transformer,t5302679a,to,x2897772a,x2897772a
transformer,t5302679a,from,l2897772,l2897772
transformer,t5302679a,to,x2897772a,x2897772a
transformer,t5441854c,from,l2935566,l2935566
transformer,t5441854c,to,x2935566c,x2935566c
transformer,t5441854c,from,l2935566,l2935566
transformer,t5441854c,to,x2935566c,x2935566c
transformer,t228532641a,from,l3091052,l3091052
transformer,t228532641a,to,x3091052a,x3091052a
transformer,t228532641a,from,l3091052,l3091052
transformer,t228532641a,to,x3091052a,x3091052a
transformer,t5138776c,from,l3010566,l3010566
transformer,t5138776c,to,x3010566c,x3010566c
transformer,t5138776c,from,l3010566,l3010566
transformer,t5138776c,to,x3010566c,x3010566c
transformer,t5302410a,from,l3104131,l3104131
transformer,t5302410a,to,x3104131a,x3104131a
transformer,t5302410a,from,l3104131,l3104131
transformer,t5302410a,to,x3104131a,x3104131a
transformer,t5356010a,from,l3216336,l3216336
transformer,t5356010a,to,x3216336a,x3216336a
transformer,t5356010a,from,l3216336,l3216336
transformer,t5356010a,to,x3216336a,x3216336a
transformer,t226192994a,from,l2858166,l2858166
transformer,t226192994a,to,x2858166a,x2858166a
transformer,t226192994a,from,l2858166,l2858166
transformer,t226192994a,to,x2858166a,x2858166a
transformer,t5337629c,from,l2748128,l2748128
transformer,t5337629c,to,x2748128c,x2748128c
transformer,t5337629c,from,l2748128,l2748128
transformer,t5337629c,to,x2748128c,x2748128c
transformer,t5338967c,from,l2673318,l2673318
transformer,t5338967c,to,x2673318c,x2673318c
transformer,t5338967c,from,l2673318,l2673318
transformer,t5338967c,to,x2673318c,x2673318c
transformer,t21397304a,from,l2973169,l2973169
transformer,t21397304a,to,x2973169a,x2973169a
transformer,t21397304a,from,l2973169,l2973169
transformer,t21397304a,to,x2973169a,x2973169a
transformer,t5310570a,from,l3160106,l3160106
transformer,t5310570a,to,x3160106a,x3160106a
transformer,t5310570a,from,l3160106,l3160106
transformer,t5310570a,to,x3160106a,x3160106a
transformer,t5260637c,from,l2842384,l2842384
transformer,t5260637c,to,x2842384c,x2842384c
transformer,t5260637c,from,l2842384,l2842384
transformer,t5260637c,to,x2842384c,x2842384c
transformer,t5260577c,from,l2767341,l2767341
transformer,t5260577c,to,x2767341c,x2767341c
transformer,t5260577c,from,l2767341,l2767341
transformer,t5260577c,to,x2767341c,x2767341c
transformer,t5293658c,from,l3189188,l3189188
transformer,t5293658c,to,x3189188c,x3189188c
transformer,t5293658c,from,l3189188,l3189188
transformer,t5293658c,to,x3189188c,x3189188c
transformer,t21482279a,from,l2710544,l2710544
transformer,t21482279a,to,x2710544a,x2710544a
transformer,t21482279a,from,l2710544,l2710544
transformer,t21482279a,to,x2710544a,x2710544a
transformer,t21015706a,from,l3160123,l3160123
transformer,t21015706a,to,x3160123a,x3160123a
transformer,t21015706a,from,l3160123,l3160123
transformer,t21015706a,to,x3160123a,x3160123a
transformer,t5355607b,from,l2991927,l2991927
transformer,t5355607b,to,x2991927b,x2991927b
transformer,t5355607b,from,l2991927,l2991927
transformer,t5355607b,to,x2991927b,x2991927b
transformer,t21483138a,from,l3122847,l3122847
transformer,t21483138a,to,x3122847a,x3122847a
transformer,t21483138a,from,l3122847,l3122847
transformer,t21483138a,to,x3122847a,x3122847a
transformer,t226192492b,from,l3008232,l3008232
transformer,t226192492b,to,x3008232b,x3008232b
transformer,t226192492b,from,l3008232,l3008232
transformer,t226192492b,to,x3008232b,x3008232b
transformer,t5260591b,from,l3179607,l3179607
transformer,t5260591b,to,x3179607b,x3179607b
transformer,t5260591b,from,l3179607,l3179607
transformer,t5260591b,to,x3179607b,x3179607b
transformer,t5293486c,from,l2673346,l2673346
transformer,t5293486c,to,x2673346c,x2673346c
transformer,t5293486c,from,l2673346,l2673346
transformer,t5293486c,to,x2673346c,x2673346c
transformer,t5337690b,from,l3104127,l3104127
transformer,t5337690b,to,x3104127b,x3104127b
transformer,t5337690b,from,l3104127,l3104127
transformer,t5337690b,to,x3104127b,x3104127b
transformer,t5356805a,from,l3195321,l3195321
transformer,t5356805a,to,x3195321a,x3195321a
transformer,t5356805a,from,l3195321,l3195321
transformer,t5356805a,to,x3195321a,x3195321a
transformer,t5338963c,from,l2673303,l2673303
transformer,t5338963c,to,x2673303c,x2673303c
transformer,t5338963c,from,l2673303,l2673303
transformer,t5338963c,to,x2673303c,x2673303c
transformer,t5294789a,from,l2895461,l2895461
transformer,t5294789a,to,x2895461a,x2895461a
transformer,t5294789a,from,l2895461,l2895461
transformer,t5294789a,to,x2895461a,x2895461a
transformer,t226192684a,from,l3027116,l3027116
transformer,t226192684a,to,x3027116a,x3027116a
transformer,t226192684a,from,l3027116,l3027116
transformer,t226192684a,to,x3027116a,x3027116a
transformer,t21475841a,from,l2992657,l2992657
transformer,t21475841a,to,x2992657a,x2992657a
transformer,t21475841a,from,l2992657,l2992657
transformer,t21475841a,to,x2992657a,x2992657a
transformer,t5337642c,from,l3104154,l3104154
transformer,t5337642c,to,x3104154c,x3104154c
transformer,t5337642c,from,l3104154,l3104154
transformer,t5337642c,to,x3104154c,x3104154c
transformer,t21451973b,from,l3010580,l3010580
transformer,t21451973b,to,x3010580b,x3010580b
transformer,t21451973b,from,l3010580,l3010580
transformer,t21451973b,to,x3010580b,x3010580b
transformer,t2224386863a,from,l3727710,l3727710
transformer,t2224386863a,to,x3727710a,x3727710a
transformer,t2224386863a,from,l3727710,l3727710
transformer,t2224386863a,to,x3727710a,x3727710a
transformer,t5351021c,from,l2692664,l2692664
transformer,t5351021c,to,x2692664c,x2692664c
transformer,t5351021c,from,l2692664,l2692664
transformer,t5351021c,to,x2692664c,x2692664c
transformer,t21384099a,from,l3215385,l3215385
transformer,t21384099a,to,x3215385a,x3215385a
transformer,t21384099a,from,l3215385,l3215385
transformer,t21384099a,to,x3215385a,x3215385a
transformer,t21384099b,from,l3215385,l3215385
transformer,t21384099b,to,x3215385b,x3215385b
transformer,t21384099b,from,l3215385,l3215385
transformer,t21384099b,to,x3215385b,x3215385b
transformer,t21384099c,from,l3215385,l3215385
transformer,t21384099c,to,x3215385c,x3215385c
transformer,t21384099c,from,l3215385,l3215385
transformer,t21384099c,to,x3215385c,x3215385c
transformer,t21397645a,from,l2860493,l2860493
transformer,t21397645a,to,x2860493a,x2860493a
transformer,t21397645a,from,l2860493,l2860493
transformer,t21397645a,to,x2860493a,x2860493a
transformer,t227896008c,from,l3177881,l3177881
transformer,t227896008c,to,x3177881c,x3177881c
transformer,t227896008c,from,l3177881,l3177881
transformer,t227896008c,to,x3177881c,x3177881c
transformer,t2224386842a,from,l3727709,l3727709
transformer,t2224386842a,to,x3727709a,x3727709a
transformer,t2224386842a,from,l3727709,l3727709
transformer,t2224386842a,to,x3727709a,x3727709a
transformer,t5138752b,from,l2785528,l2785528
transformer,t5138752b,to,x2785528b,x2785528b
transformer,t5138752b,from,l2785528,l2785528
transformer,t5138752b,to,x2785528b,x2785528b
transformer,t5339012b,from,l2973171,l2973171
transformer,t5339012b,to,x2973171b,x2973171b
transformer,t5339012b,from,l2973171,l2973171
transformer,t5339012b,to,x2973171b,x2973171b
transformer,t5138412c,from,l2785523,l2785523
transformer,t5138412c,to,x2785523c,x2785523c
transformer,t5138412c,from,l2785523,l2785523
transformer,t5138412c,to,x2785523c,x2785523c
transformer,t2224237546a,from,l3649300,l3649300
transformer,t2224237546a,to,x3649300a,x3649300a
transformer,t2224237546a,from,l3649300,l3649300
transformer,t2224237546a,to,x3649300a,x3649300a
transformer,t5302861c,from,l2748133,l2748133
transformer,t5302861c,to,x2748133c,x2748133c
transformer,t5302861c,from,l2748133,l2748133
transformer,t5302861c,to,x2748133c,x2748133c
transformer,t21399630a,from,l3233353,l3233353
transformer,t21399630a,to,x3233353a,x3233353a
transformer,t21399630a,from,l3233353,l3233353
transformer,t21399630a,to,x3233353a,x3233353a
transformer,t5337705b,from,l2785547,l2785547
transformer,t5337705b,to,x2785547b,x2785547b
transformer,t5337705b,from,l2785547,l2785547
transformer,t5337705b,to,x2785547b,x2785547b
transformer,t5323277b,from,l2897800,l2897800
transformer,t5323277b,to,x2897800b,x2897800b
transformer,t5323277b,from,l2897800,l2897800
transformer,t5323277b,to,x2897800b,x2897800b
transformer,t5337652b,from,l2991939,l2991939
transformer,t5337652b,to,x2991939b,x2991939b
transformer,t5337652b,from,l2991939,l2991939
transformer,t5337652b,to,x2991939b,x2991939b
transformer,t225571845b,from,l2948732,l2948732
transformer,t225571845b,to,x2948732b,x2948732b
